"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"6016 S MICHIGAN AVE","6016","S","MICHIGAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6016%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,"41.78503945776802","-87.6223640616937","POINT (-87.6223640616937 41.78503945776802)"
"6020 S ADA ST","6020","S","ADA","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6020%20and%20direction=%27S%27%20and%20street_name=%27ADA%27%20and%20street_type=%27ST%27)",,,,,,"41.78435586887434","-87.65841506277243","POINT (-87.65841506277243 41.78435586887434)"
"605 W 74TH ST","605","W","74TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=605%20and%20direction=%27W%27%20and%20street_name=%2774TH%27%20and%20street_type=%27ST%27)",,,,,,"41.75970657665826","-87.63969546215765","POINT (-87.63969546215765 41.75970657665826)"
"6062 S LAFAYETTE AVE","6062","S","LAFAYETTE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6062%20and%20direction=%27S%27%20and%20street_name=%27LAFAYETTE%27%20and%20street_type=%27AVE%27)",,,,,,"41.78373480176037","-87.62664734187932","POINT (-87.62664734187932 41.78373480176037)"
"6101 N HOYNE AVE","6101","N","HOYNE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6101%20and%20direction=%27N%27%20and%20street_name=%27HOYNE%27%20and%20street_type=%27AVE%27)",,,"41.99190547993167","-87.68217639473582","POINT (-87.68217639473582 41.99190547993167)"
"6111 S PRAIRIE AVE","6111","S","PRAIRIE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6111%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,"41.78347724505875","-87.61878946997918","POINT (-87.61878946997918 41.78347724505875)"
"6134 S PULASKI RD","6134","S","PULASKI","RD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6134%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,"41.78121647100976","-87.7229792744384","POINT (-87.7229792744384 41.78121647100976)"
"6200 S HYDE PARK BLVD","6200","S","HYDE PARK","BLVD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6200%20and%20direction=%27S%27%20and%20street_name=%27HYDE%20PARK%27%20and%20street_type=%27BLVD%27)",,,,,
"6223 E 131ST ST","6223","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6223%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6229 N NEWARK AVE","6229","N","NEWARK","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6229%20and%20direction=%27N%27%20and%20street_name=%27NEWARK%27%20and%20street_type=%27AVE%27)",,,,,,"41.99391142930485","-87.79785692607055","POINT (-87.79785692607055 41.99391142930485)"
"6255 S CARPENTER ST","6255","S","CARPENTER","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6255%20and%20direction=%27S%27%20and%20street_name=%27CARPENTER%27%20and%20street_type=%27ST%27)",,,,"41.779865091406464","-87.65071737841151","POINT (-87.65071737841151 41.779865091406464)"
"6300 N WINTHROP AVE","6300","N","WINTHROP","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6300%20and%20direction=%27N%27%20and%20street_name=%27WINTHROP%27%20and%20street_type=%27AVE%27)",,,"41.99648249520272","-87.65855843475556","POINT (-87.65855843475556 41.99648249520272)"
"630 W ROOT ST","630","W","ROOT","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=630%20and%20direction=%27W%27%20and%20street_name=%27ROOT%27%20and%20street_type=%27ST%27)",,,,"41.8190834273292","-87.6422197072142","POINT (-87.6422197072142 41.8190834273292)"
"630 N WABASH AVE","630","N","WABASH","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=630%20and%20direction=%27N%27%20and%20street_name=%27WABASH%27%20and%20street_type=%27AVE%27)",,"41.89333069520146","-87.62690873962129","POINT (-87.62690873962129 41.89333069520146)"
"6320 S PRAIRIE AVE","6320","S","PRAIRIE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6320%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,,,,,,
"6357 S SANGAMON ST","6357","S","SANGAMON","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6357%20and%20direction=%27S%27%20and%20street_name=%27SANGAMON%27%20and%20street_type=%27ST%27)",,,,,,"41.777993884549765","-87.64823730143276","POINT (-87.64823730143276 41.777993884549765)"
"6404 E 131ST ST","6404","E","131ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6404%20and%20direction=%27E%27%20and%20street_name=%27131ST%27%20and%20street_type=%27ST%27)",,,,,
"6440 S HALSTED ST","6440","S","HALSTED","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6440%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,,"41.776820057705095","-87.64485840881387","POINT (-87.64485840881387 41.776820057705095)"
"6455 N AVONDALE AVE","6455","N","AVONDALE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6455%20and%20direction=%27N%27%20and%20street_name=%27AVONDALE%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6455%20and%20direction=%27N%27%20and%20street_name=%27AVONDALE%27%20and%20street_type=%27AVE%27)",,,"41.99819119460032","-87.81204036107542","POINT (-87.81204036107542 41.99819119460032)"
"649 W OAKDALE AVE","649","W","OAKDALE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=649%20and%20direction=%27W%27%20and%20street_name=%27OAKDALE%27%20and%20street_type=%27AVE%27)",,,"41.935442126058106","-87.64620117204231","POINT (-87.64620117204231 41.935442126058106)"
"651 W 79TH ST","651","W","79TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=651%20and%20direction=%27W%27%20and%20street_name=%2779TH%27%20and%20street_type=%27ST%27)",,,,"41.75057462248588","-87.6411994591672","POINT (-87.6411994591672 41.75057462248588)"
"6519 S CAMPBELL AVE","6519","S","CAMPBELL","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6519%20and%20direction=%27S%27%20and%20street_name=%27CAMPBELL%27%20and%20street_type=%27AVE%27)",,,,,,"41.7749843738408","-87.68581758819303","POINT (-87.68581758819303 41.7749843738408)"
"6540 N MILWAUKEE AVE","6540","N","MILWAUKEE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6540%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,"42.00036552780774","-87.79079496182301","POINT (-87.79079496182301 42.00036552780774)"
"66 E RANDOLPH ST","66","E","RANDOLPH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=66%20and%20direction=%27E%27%20and%20street_name=%27RANDOLPH%27%20and%20street_type=%27ST%27)",,,"41.884608470929656","-87.62547447957526","POINT (-87.62547447957526 41.884608470929656)"
"657 N SAWYER AVE","657","N","SAWYER","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=657%20and%20direction=%27N%27%20and%20street_name=%27SAWYER%27%20and%20street_type=%27AVE%27)",,,"41.89362415494506","-87.70757218116347","POINT (-87.70757218116347 41.89362415494506)"
"6627 S ASHLAND AVE","6627","S","ASHLAND","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6627%20and%20direction=%27S%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,,,"41.77318907054911","-87.66390218107429","POINT (-87.66390218107429 41.77318907054911)"
"666 N WELLS ST","666","N","WELLS","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=666%20and%20direction=%27N%27%20and%20street_name=%27WELLS%27%20and%20street_type=%27ST%27)",,"41.89431659543011","-87.63428772713806","POINT (-87.63428772713806 41.89431659543011)"
"6726 S CARPENTER ST","6726","S","CARPENTER","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6726%20and%20direction=%27S%27%20and%20street_name=%27CARPENTER%27%20and%20street_type=%27ST%27)",,,,,,"41.77155835490384","-87.65079350996898","POINT (-87.65079350996898 41.77155835490384)"
"6900 N SHERIDAN RD","6900","N","SHERIDAN","RD",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6900%20and%20direction=%27N%27%20and%20street_name=%27SHERIDAN%27%20and%20street_type=%27RD%27)",,,,"42.00680160398802","-87.66145773396924","POINT (-87.66145773396924 42.00680160398802)"
"6936 S HONORE ST","6936","S","HONORE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6936%20and%20direction=%27S%27%20and%20street_name=%27HONORE%27%20and%20street_type=%27ST%27)",,,,,,"41.76737522390937","-87.67010269882792","POINT (-87.67010269882792 41.76737522390937)"
"700 E OAKWOOD DR","700","E","OAKWOOD","DR",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=700%20and%20direction=%27E%27%20and%20street_name=%27OAKWOOD%27%20and%20street_type=%27DR%27)",,,"41.822821647171","-87.60965694320971","POINT (-87.60965694320971 41.822821647171)"
"700 W 17TH PL","700","W","17TH","PL","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=700%20and%20direction=%27W%27%20and%20street_name=%2717TH%27%20and%20street_type=%27PL%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=700%20and%20direction=%27W%27%20and%20street_name=%2717TH%27%20and%20street_type=%27PL%27)",,,,"41.85847754786646","-87.64492822252231","POINT (-87.64492822252231 41.85847754786646)"
"7005 N CLARK ST","7005","N","CLARK","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7005%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,"42.009192621225374","-87.67386024200934","POINT (-87.67386024200934 42.009192621225374)"
"7037 S ADA ST","7037","S","ADA","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7037%20and%20direction=%27S%27%20and%20street_name=%27ADA%27%20and%20street_type=%27ST%27)",,,,,,"41.76578979680619","-87.65763239356289","POINT (-87.65763239356289 41.76578979680619)"
"7048 S WABASH AVE","7048","S","WABASH","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7048%20and%20direction=%27S%27%20and%20street_name=%27WABASH%27%20and%20street_type=%27AVE%27)",,,,,,,"41.76591384003688","-87.62344893870633","POINT (-87.62344893870633 41.76591384003688)"
"710 W RANDOLPH ST","710","W","RANDOLPH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=710%20and%20direction=%27W%27%20and%20street_name=%27RANDOLPH%27%20and%20street_type=%27ST%27)",,"41.88452519181702","-87.64608905828977","POINT (-87.64608905828977 41.88452519181702)"
"713 N MICHIGAN AVE","713","N","MICHIGAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=713%20and%20direction=%27N%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,"41.895414473144626","-87.62411670589444","POINT (-87.62411670589444 41.895414473144626)"
"7201 N ASHLAND BLVD","7201","N","ASHLAND","BLVD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7201%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27BLVD%27)",,,"42.012774458620505","-87.6700536574898","POINT (-87.6700536574898 42.012774458620505)"
"7315 N OCTAVIA AVE","7315","N","OCTAVIA","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=7315%20and%20direction=%27N%27%20and%20street_name=%27OCTAVIA%27%20and%20street_type=%27AVE%27)",,,"42.013950619413436","-87.80890141386884","POINT (-87.80890141386884 42.013950619413436)"
"733 E 47TH ST","733","E","47TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=733%20and%20direction=%27E%27%20and%20street_name=%2747TH%27%20and%20street_type=%27ST%27)",,,,,,"41.80940554037228","-87.60773720006983","POINT (-87.60773720006983 41.80940554037228)"
"7347 S COTTAGE GROVE AVE","7347","S","COTTAGE GROVE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=7347%20and%20direction=%27S%27%20and%20street_name=%27COTTAGE%20GROVE%27%20and%20street_type=%27AVE%27)",,,,,,"41.760838234593955","-87.60530945092519","POINT (-87.60530945092519 41.760838234593955)"
"7358 S RACINE AVE","7358","S","RACINE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=7358%20and%20direction=%27S%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,"41.759638231691696","-87.65412190155517","POINT (-87.65412190155517 41.759638231691696)"
"746 W BITTERSWEET PL","746","W","BITTERSWEET","PL","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=746%20and%20direction=%27W%27%20and%20street_name=%27BITTERSWEET%27%20and%20street_type=%27PL%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=746%20and%20direction=%27W%27%20and%20street_name=%27BITTERSWEET%27%20and%20street_type=%27PL%27)",,,,"41.95577392460067","-87.64917352039627","POINT (-87.64917352039627 41.95577392460067)"
"750 S KEDZIE AVE","750","S","KEDZIE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=750%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.87125458602687","-87.70598000292595","POINT (-87.70598000292595 41.87125458602687)"
"757 W ONTARIO ST","757","W","ONTARIO","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=757%20and%20direction=%27W%27%20and%20street_name=%27ONTARIO%27%20and%20street_type=%27ST%27)",,,,,,
"76 W MONROE ST","76","W","MONROE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=76%20and%20direction=%27W%27%20and%20street_name=%27MONROE%27%20and%20street_type=%27ST%27)",,,,"41.880809700291714","-87.63058092066869","POINT (-87.63058092066869 41.880809700291714)"
"7600 S OGLESBY AVE","7600","S","OGLESBY","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7600%20and%20direction=%27S%27%20and%20street_name=%27OGLESBY%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7600%20and%20direction=%27S%27%20and%20street_name=%27OGLESBY%27%20and%20street_type=%27AVE%27)",,,,"41.75706570831287","-87.56770098633571","POINT (-87.56770098633571 41.75706570831287)"
"7800 S PULASKI RD","7800","S","PULASKI","RD","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=7800%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=7800%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,,"41.75126797342843","-87.72211553320207","POINT (-87.72211553320207 41.75126797342843)"
"801 N LARRABEE ST","801","N","LARRABEE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=801%20and%20direction=%27N%27%20and%20street_name=%27LARRABEE%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=801%20and%20direction=%27N%27%20and%20street_name=%27LARRABEE%27%20and%20street_type=%27ST%27)",,,,"41.89652738153323","-87.64278190981558","POINT (-87.64278190981558 41.89652738153323)"
"811 E 41ST ST","811","E","41ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=811%20and%20direction=%27E%27%20and%20street_name=%2741ST%27%20and%20street_type=%27ST%27)",,,,,,"41.82038207265336","-87.60633721391044","POINT (-87.60633721391044 41.82038207265336)"
"8130 S ESCANABA AVE","8130","S","ESCANABA","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8130%20and%20direction=%27S%27%20and%20street_name=%27ESCANABA%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8130%20and%20direction=%27S%27%20and%20street_name=%27ESCANABA%27%20and%20street_type=%27AVE%27)",,,,"41.74732076922811","-87.55417161787854","POINT (-87.55417161787854 41.74732076922811)"
"820 S INDEPENDENCE ","820","S","INDEPENDENCE",,,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=820%20and%20direction=%27S%27%20and%20street_name=%27INDEPENDENCE%27%20and%20street_type%20IS%20NULL)",,,,,,"41.87004924962279","-87.72039268322875","POINT (-87.72039268322875 41.87004924962279)"
"8215 W IRVING PARK RD","8215","W","IRVING PARK","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=8215%20and%20direction=%27W%27%20and%20street_name=%27IRVING%20PARK%27%20and%20street_type=%27RD%27)",,,"41.95203751484318","-87.83244656000502","POINT (-87.83244656000502 41.95203751484318)"
"825 W 35TH ST","825","W","35TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=825%20and%20direction=%27W%27%20and%20street_name=%2735TH%27%20and%20street_type=%27ST%27)",,,"41.830627309987776","-87.64714946899986","POINT (-87.64714946899986 41.830627309987776)"
"828 W 35TH ST","828","W","35TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=828%20and%20direction=%27W%27%20and%20street_name=%2735TH%27%20and%20street_type=%27ST%27)",,,,"41.83084573748704","-87.64725524240235","POINT (-87.64725524240235 41.83084573748704)"
"829 W OAKDALE AVE","829","W","OAKDALE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=829%20and%20direction=%27W%27%20and%20street_name=%27OAKDALE%27%20and%20street_type=%27AVE%27)",,,"41.935325002482955","-87.65027731622814","POINT (-87.65027731622814 41.935325002482955)"
"8301 S WALLACE ST","8301","S","WALLACE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8301%20and%20direction=%27S%27%20and%20street_name=%27WALLACE%27%20and%20street_type=%27ST%27)",,,,,,
"840 S CLARK ST","840","S","CLARK","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=840%20and%20direction=%27S%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,"41.87151297551958","-87.63073747185884","POINT (-87.63073747185884 41.87151297551958)"
"846 N KINGSBURY ST","846","N","KINGSBURY","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=846%20and%20direction=%27N%27%20and%20street_name=%27KINGSBURY%27%20and%20street_type=%27ST%27)",,,"41.89783459627425","-87.64341344905836","POINT (-87.64341344905836 41.89783459627425)"
"848 W WILSON AVE","848","W","WILSON","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=848%20and%20direction=%27W%27%20and%20street_name=%27WILSON%27%20and%20street_type=%27AVE%27)",,"41.96558378518401","-87.65191393071143","POINT (-87.65191393071143 41.96558378518401)"
"849 N PINE AVE","849","N","PINE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=849%20and%20direction=%27N%27%20and%20street_name=%27PINE%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=849%20and%20direction=%27N%27%20and%20street_name=%27PINE%27%20and%20street_type=%27AVE%27)",,,,"41.896394276835416","-87.76347192200592","POINT (-87.76347192200592 41.896394276835416)"
"857 W DIVERSEY AVE","857","W","DIVERSEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=857%20and%20direction=%27W%27%20and%20street_name=%27DIVERSEY%27%20and%20street_type=%27AVE%27)",,,"41.93257170004503","-87.65128970276933","POINT (-87.65128970276933 41.93257170004503)"
"863 W NORTH ST","863","W","NORTH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=863%20and%20direction=%27W%27%20and%20street_name=%27NORTH%27%20and%20street_type=%27ST%27)",,"41.91076943101904","-87.65078135873378","POINT (-87.65078135873378 41.91076943101904)"
"8700 S GREENWOOD AVE","8700","S","GREENWOOD","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=8700%20and%20direction=%27S%27%20and%20street_name=%27GREENWOOD%27%20and%20street_type=%27AVE%27)",,,,"41.736650519081685","-87.5976965967539","POINT (-87.5976965967539 41.736650519081685)"
"8714 S WOOD ST","8714","S","WOOD","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=8714%20and%20direction=%27S%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,,,,"41.73522286932655","-87.66806406589659","POINT (-87.66806406589659 41.73522286932655)"
"8800 S VINCENNES AVE","8800","S","VINCENNES","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=8800%20and%20direction=%27S%27%20and%20street_name=%27VINCENNES%27%20and%20street_type=%27AVE%27)",,"41.73419067888361","-87.64603104320742","POINT (-87.64603104320742 41.73419067888361)"
"8955 S BUFFALO AVE","8955","S","BUFFALO","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=8955%20and%20direction=%27S%27%20and%20street_name=%27BUFFALO%27%20and%20street_type=%27AVE%27)",,,,,,"41.73213841735961","-87.54419472073229","POINT (-87.54419472073229 41.73213841735961)"
"900 N HUDSON AVE","900","N","HUDSON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=900%20and%20direction=%27N%27%20and%20street_name=%27HUDSON%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=900%20and%20direction=%27N%27%20and%20street_name=%27HUDSON%27%20and%20street_type=%27AVE%27)",,,,"41.89891583984525","-87.6401315582081","POINT (-87.6401315582081 41.89891583984525)"
"9016 S SAGINAW AVE","9016","S","SAGINAW","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=9016%20and%20direction=%27S%27%20and%20street_name=%27SAGINAW%27%20and%20street_type=%27AVE%27)",,,,,,
"908 N HUGUELET ","908","N","HUGUELET",,,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=908%20and%20direction=%27N%27%20and%20street_name=%27HUGUELET%27%20and%20street_type%20IS%20NULL)",,,,
"9150 S AVALON AVE","9150","S","AVALON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9150%20and%20direction=%27S%27%20and%20street_name=%27AVALON%27%20and%20street_type=%27AVE%27)",,,,,,"41.728003318980036","-87.59385882932662","POINT (-87.59385882932662 41.728003318980036)"
"916 W 21ST ST","916","W","21ST","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=916%20and%20direction=%27W%27%20and%20street_name=%2721ST%27%20and%20street_type=%27ST%27)",,,,,,,"41.85402687423292","-87.64890786515535","POINT (-87.64890786515535 41.85402687423292)"
"9217 S PRAIRIE AVE","9217","S","PRAIRIE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=9217%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,,,,"41.72676923018184","-87.6177531322046","POINT (-87.6177531322046 41.72676923018184)"
"941 N LARAMIE AVE","941","N","LARAMIE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=941%20and%20direction=%27N%27%20and%20street_name=%27LARAMIE%27%20and%20street_type=%27AVE%27)",,"41.89798209023269","-87.75552774839238","POINT (-87.75552774839238 41.89798209023269)"
"945 N RUSH ST","945","N","RUSH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=945%20and%20direction=%27N%27%20and%20street_name=%27RUSH%27%20and%20street_type=%27ST%27)",,,,"41.90053921375505","-87.62725123885618","POINT (-87.62725123885618 41.90053921375505)"
"952 N WESTERN AVE","952","N","WESTERN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=952%20and%20direction=%27N%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,"41.89914257687532","-87.68707605608103","POINT (-87.68707605608103 41.89914257687532)"
"9847 S AVENUE M ","9847","S","AVENUE M",,,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=9847%20and%20direction=%27S%27%20and%20street_name=%27AVENUE%20M%27%20and%20street_type%20IS%20NULL)",,,"41.71646293074065","-87.53755001930868","POINT (-87.53755001930868 41.71646293074065)"
"10 N KIMBALL AVE","10","N","KIMBALL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10%20and%20direction=%27N%27%20and%20street_name=%27KIMBALL%27%20and%20street_type=%27AVE%27)",,,,,,
"100 W HURON ST","100","W","HURON","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=100%20and%20direction=%27W%27%20and%20street_name=%27HURON%27%20and%20street_type=%27ST%27)",,,"41.89494156231851","-87.63127965995547","POINT (-87.63127965995547 41.89494156231851)"
"1000 N LA SALLE DR","1000","N","LA SALLE","DR",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1000%20and%20direction=%27N%27%20and%20street_name=%27LA%20SALLE%27%20and%20street_type=%27DR%27)",,,"41.9005848002105","-87.63298607002547","POINT (-87.63298607002547 41.9005848002105)"
"1000 W JACKSON BLVD","1000","W","JACKSON","BLVD",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1000%20and%20direction=%27W%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)",,,,"41.87797667162143","-87.65204455695398","POINT (-87.65204455695398 41.87797667162143)"
"10053 S LAFAYETTE AVE","10053","S","LAFAYETTE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=10053%20and%20direction=%27S%27%20and%20street_name=%27LAFAYETTE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=10053%20and%20direction=%27S%27%20and%20street_name=%27LAFAYETTE%27%20and%20street_type=%27AVE%27)",,,,"41.711053181173995","-87.62466933939771","POINT (-87.62466933939771 41.711053181173995)"
