"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"1 E GARFIELD ","1","E","GARFIELD",,,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1%20and%20direction=%27E%27%20and%20street_name=%27GARFIELD%27%20and%20street_type%20IS%20NULL)",,"41.79419337483611","-87.62560412329553","POINT (-87.62560412329553 41.79419337483611)"
"1 S OAKLEY AVE","1","S","OAKLEY","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1%20and%20direction=%27S%27%20and%20street_name=%27OAKLEY%27%20and%20street_type=%27AVE%27)",,,"41.881135107784196","-87.6838130027889","POINT (-87.6838130027889 41.881135107784196)"
"100 E 48TH ST","100","E","48TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=100%20and%20direction=%27E%27%20and%20street_name=%2748TH%27%20and%20street_type=%27ST%27)",,"41.80757760588183","-87.62270879424256","POINT (-87.62270879424256 41.80757760588183)"
"100 W CONGRESS PKWY","100","W","CONGRESS","PKWY","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=100%20and%20direction=%27W%27%20and%20street_name=%27CONGRESS%27%20and%20street_type=%27PKWY%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=100%20and%20direction=%27W%27%20and%20street_name=%27CONGRESS%27%20and%20street_type=%27PKWY%27)",,,,"41.87571941483215","-87.6307628075704","POINT (-87.6307628075704 41.87571941483215)"
"1000 N OGDEN AVE","1000","N","OGDEN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1000%20and%20direction=%27N%27%20and%20street_name=%27OGDEN%27%20and%20street_type=%27AVE%27)",,,,
"1000 W KINZIE ST","1000","W","KINZIE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1000%20and%20direction=%27W%27%20and%20street_name=%27KINZIE%27%20and%20street_type=%27ST%27)",,,,,,,"41.88910290482025","-87.65229675839329","POINT (-87.65229675839329 41.88910290482025)"
"1000 W TAYLOR ST","1000","W","TAYLOR","ST",,,,,,,"Y (https://data.cityofchicago.org/resource/6gqn-e2ij.csv?$where=street_number_from=1000%20and%20street_direction=%27W%27%20and%20street_name=%27TAYLOR%27%20and%20street_type=%27ST%27)","41.86961579785376","-87.6511621833227","POINT (-87.6511621833227 41.86961579785376)"
"10056 S WESTERN AVE","10056","S","WESTERN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=10056%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,"41.71022243096251","-87.68188341376805","POINT (-87.68188341376805 41.71022243096251)"
"101 E 13TH ST","101","E","13TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=101%20and%20direction=%27E%27%20and%20street_name=%2713TH%27%20and%20street_type=%27ST%27)",,,,"41.865675859021735","-87.62407550806604","POINT (-87.62407550806604 41.865675859021735)"
"1015 W 69TH ST","1015","W","69TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1015%20and%20direction=%27W%27%20and%20street_name=%2769TH%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1015%20and%20direction=%27W%27%20and%20street_name=%2769TH%27%20and%20street_type=%27ST%27)",,,,"41.76864558338712","-87.65000405408414","POINT (-87.65000405408414 41.76864558338712)"
"1018 N LARRABEE ST","1018","N","LARRABEE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1018%20and%20direction=%27N%27%20and%20street_name=%27LARRABEE%27%20and%20street_type=%27ST%27)",,,"41.901041185523994","-87.6432633597721","POINT (-87.6432633597721 41.901041185523994)"
"102 W MARQUETTE RD","102","W","MARQUETTE","RD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=102%20and%20direction=%27W%27%20and%20street_name=%27MARQUETTE%27%20and%20street_type=%27RD%27)",,,,,,"41.77282069965616","-87.62767196227784","POINT (-87.62767196227784 41.77282069965616)"
"1026 W 14TH PL","1026","W","14TH","PL",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1026%20and%20direction=%27W%27%20and%20street_name=%2714TH%27%20and%20street_type=%27PL%27)",,,"41.86264820147394","-87.65195914158973","POINT (-87.65195914158973 41.86264820147394)"
"1051 W CORNELIA AVE","1051","W","CORNELIA","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1051%20and%20direction=%27W%27%20and%20street_name=%27CORNELIA%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1051%20and%20direction=%27W%27%20and%20street_name=%27CORNELIA%27%20and%20street_type=%27AVE%27)",,,,"41.94525019039403","-87.65598818337101","POINT (-87.65598818337101 41.94525019039403)"
"1055 E 55TH ST","1055","E","55TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1055%20and%20direction=%27E%27%20and%20street_name=%2755TH%27%20and%20street_type=%27ST%27)",,,"41.79492106897254","-87.59985203106729","POINT (-87.59985203106729 41.79492106897254)"
"10545 S CLAREMONT AVE","10545","S","CLAREMONT","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=10545%20and%20direction=%27S%27%20and%20street_name=%27CLAREMONT%27%20and%20street_type=%27AVE%27)",,"41.701400667528404","-87.68008611998495","POINT (-87.68008611998495 41.701400667528404)"
"1054 S YATES AVE","1054","S","YATES","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1054%20and%20direction=%27S%27%20and%20street_name=%27YATES%27%20and%20street_type=%27AVE%27)",,,,,
"10701 S ALBANY AVE","10701","S","ALBANY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=10701%20and%20direction=%27S%27%20and%20street_name=%27ALBANY%27%20and%20street_type=%27AVE%27)",,,,,,"41.698825202797025","-87.69858338062495","POINT (-87.69858338062495 41.698825202797025)"
"1072 N MILWAUKEE AVE","1072","N","MILWAUKEE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1072%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1072%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,"41.90128364339324","-87.66348362488465","POINT (-87.66348362488465 41.90128364339324)"
"10814 S EGGLESTON AVE","10814","S","EGGLESTON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=10814%20and%20direction=%27S%27%20and%20street_name=%27EGGLESTON%27%20and%20street_type=%27AVE%27)",,,,,,"41.6974442068297","-87.63424167656846","POINT (-87.63424167656846 41.6974442068297)"
"110 W KINZIE ST","110","W","KINZIE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=110%20and%20direction=%27W%27%20and%20street_name=%27KINZIE%27%20and%20street_type=%27ST%27)",,,,"41.88931465339814","-87.63157606860233","POINT (-87.63157606860233 41.88931465339814)"
"1120 N HOWE ST","1120","N","HOWE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1120%20and%20direction=%27N%27%20and%20street_name=%27HOWE%27%20and%20street_type=%27ST%27)",,,,,,,,,
"1135 N MILWAUKEE AVE","1135","N","MILWAUKEE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1135%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,"41.902425744425535","-87.66480376714802","POINT (-87.66480376714802 41.902425744425535)"
"11501 W TOUHY AVE","11501","W","TOUHY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=11501%20and%20direction=%27W%27%20and%20street_name=%27TOUHY%27%20and%20street_type=%27AVE%27)",,,,,,"42.00876584199393","-87.90661973396817","POINT (-87.90661973396817 42.00876584199393)"
"1157 W NEWPORT AVE","1157","W","NEWPORT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1157%20and%20direction=%27W%27%20and%20street_name=%27NEWPORT%27%20and%20street_type=%27AVE%27)",,,,,,"41.944296074739846","-87.65890078959542","POINT (-87.65890078959542 41.944296074739846)"
"118 N LOCKWOOD AVE","118","N","LOCKWOOD","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=118%20and%20direction=%27N%27%20and%20street_name=%27LOCKWOOD%27%20and%20street_type=%27AVE%27)",,,,,,,"41.882921978210625","-87.75775040965034","POINT (-87.75775040965034 41.882921978210625)"
"11800 S OGLESBY AVE","11800","S","OGLESBY","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=11800%20and%20direction=%27S%27%20and%20street_name=%27OGLESBY%27%20and%20street_type=%27AVE%27)",,,,,,
"1200 S LARAMIE AVE","1200","S","LARAMIE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1200%20and%20direction=%27S%27%20and%20street_name=%27LARAMIE%27%20and%20street_type=%27AVE%27)",,,,,,,,
"1227 W NORWOOD ST","1227","W","NORWOOD","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1227%20and%20direction=%27W%27%20and%20street_name=%27NORWOOD%27%20and%20street_type=%27ST%27)",,,,,,,"41.991698929216554","-87.66139087894214","POINT (-87.66139087894214 41.991698929216554)"
"1230 N CLYBOURN AVE","1230","N","CLYBOURN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1230%20and%20direction=%27N%27%20and%20street_name=%27CLYBOURN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1230%20and%20direction=%27N%27%20and%20street_name=%27CLYBOURN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1230%20and%20direction=%27N%27%20and%20street_name=%27CLYBOURN%27%20and%20street_type=%27AVE%27)",,"41.90440338167032","-87.64066187667223","POINT (-87.64066187667223 41.90440338167032)"
"1236 W COLUMBIA AVE","1236","W","COLUMBIA","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1236%20and%20direction=%27W%27%20and%20street_name=%27COLUMBIA%27%20and%20street_type=%27AVE%27)",,,,,,,"42.004620486431136","-87.66234491410465","POINT (-87.66234491410465 42.004620486431136)"
"12400 S STATE ST","12400","S","STATE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=12400%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,,,,,"41.66885336738876","-87.62249341462943","POINT (-87.62249341462943 41.66885336738876)"
"12800 S DOTY AVE","12800","S","DOTY","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=12800%20and%20direction=%27S%27%20and%20street_name=%27DOTY%27%20and%20street_type=%27AVE%27)",,,,"41.66198179734222","-87.59147691389623","POINT (-87.59147691389623 41.66198179734222)"
"130 N MICHIGAN AVE","130","N","MICHIGAN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=130%20and%20direction=%27N%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,"41.883987414896644","-87.62457927207484","POINT (-87.62457927207484 41.883987414896644)"
"13000 S BRAINARD AVE","13000","S","BRAINARD","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=13000%20and%20direction=%27S%27%20and%20street_name=%27BRAINARD%27%20and%20street_type=%27AVE%27)",,,,,
"1303 W WILSON AVE","1303","W","WILSON","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1303%20and%20direction=%27W%27%20and%20street_name=%27WILSON%27%20and%20street_type=%27AVE%27)",,,"41.96521814498499","-87.66258555303558","POINT (-87.66258555303558 41.96521814498499)"
"1314 E 53RD ST","1314","E","53RD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1314%20and%20direction=%27E%27%20and%20street_name=%2753RD%27%20and%20street_type=%27ST%27)",,,,"41.799590544261044","-87.59437160090127","POINT (-87.59437160090127 41.799590544261044)"
"13143 S CARONDOLET AVE","13143","S","CARONDOLET","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=13143%20and%20direction=%27S%27%20and%20street_name=%27CARONDOLET%27%20and%20street_type=%27AVE%27)",,,,,,"41.656059637680116","-87.54940976787341","POINT (-87.54940976787341 41.656059637680116)"
"1326 S PRAIRIE AVE","1326","S","PRAIRIE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1326%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,"41.86527535086278","-87.62154218722877","POINT (-87.62154218722877 41.86527535086278)"
"1339 W WOLFRAM ST","1339","W","WOLFRAM","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1339%20and%20direction=%27W%27%20and%20street_name=%27WOLFRAM%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1339%20and%20direction=%27W%27%20and%20street_name=%27WOLFRAM%27%20and%20street_type=%27ST%27)",,,,"41.933289097304986","-87.66279692532835","POINT (-87.66279692532835 41.933289097304986)"
"13537 S BRANDON AVE","13537","S","BRANDON","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=13537%20and%20direction=%27S%27%20and%20street_name=%27BRANDON%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=13537%20and%20direction=%27S%27%20and%20street_name=%27BRANDON%27%20and%20street_type=%27AVE%27)",,,,"41.64898361741213","-87.5457852853935","POINT (-87.5457852853935 41.64898361741213)"
"1400 W IRVING PARK RD","1400","W","IRVING PARK","RD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1400%20and%20direction=%27W%27%20and%20street_name=%27IRVING%20PARK%27%20and%20street_type=%27RD%27)",,"41.95446357712412","-87.66429940172965","POINT (-87.66429940172965 41.95446357712412)"
"1401 S SACRAMENTO DR","1401","S","SACRAMENTO","DR",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1401%20and%20direction=%27S%27%20and%20street_name=%27SACRAMENTO%27%20and%20street_type=%27DR%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1401%20and%20direction=%27S%27%20and%20street_name=%27SACRAMENTO%27%20and%20street_type=%27DR%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1401%20and%20direction=%27S%27%20and%20street_name=%27SACRAMENTO%27%20and%20street_type=%27DR%27)",,,"41.86290400128565","-87.70186654467679","POINT (-87.70186654467679 41.86290400128565)"
"1436 W BLACKHAWK ST","1436","W","BLACKHAWK","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1436%20and%20direction=%27W%27%20and%20street_name=%27BLACKHAWK%27%20and%20street_type=%27ST%27)",,,"41.90715055368265","-87.6641706000998","POINT (-87.6641706000998 41.90715055368265)"
"147 W 71ST ST","147","W","71ST","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=147%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=147%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,,,"41.765335699391045","-87.62917675762283","POINT (-87.62917675762283 41.765335699391045)"
"150 E LAKE ST","150","E","LAKE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=150%20and%20direction=%27E%27%20and%20street_name=%27LAKE%27%20and%20street_type=%27ST%27)",,,"41.885892770331886","-87.6224804292026","POINT (-87.6224804292026 41.885892770331886)"
"1500 N LA SALLE ST","1500","N","LA SALLE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1500%20and%20direction=%27N%27%20and%20street_name=%27LA%20SALLE%27%20and%20street_type=%27ST%27)",,,"41.909263390645776","-87.63323704837903","POINT (-87.63323704837903 41.909263390645776)"
"1500 S WASHTENAW AVE","1500","S","WASHTENAW","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1500%20and%20direction=%27S%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,"41.86102620448935","-87.69340117544306","POINT (-87.69340117544306 41.86102620448935)"
"1515 N NORTH PARK AVE","1515","N","NORTH PARK","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1515%20and%20direction=%27N%27%20and%20street_name=%27NORTH%20PARK%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1515%20and%20direction=%27N%27%20and%20street_name=%27NORTH%20PARK%27%20and%20street_type=%27AVE%27)",,,,"41.90984350156468","-87.63647590895091","POINT (-87.63647590895091 41.90984350156468)"
"1522 N UNION AVE","1522","N","UNION","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1522%20and%20direction=%27N%27%20and%20street_name=%27UNION%27%20and%20street_type=%27AVE%27)",,,,,
"1531 N ASHLAND AVE","1531","N","ASHLAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1531%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,"41.90972700641117","-87.66751875509024","POINT (-87.66751875509024 41.90972700641117)"
"1537 W WASHBURNE AVE","1537","W","WASHBURNE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1537%20and%20direction=%27W%27%20and%20street_name=%27WASHBURNE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.86589880867377","-87.66542564839497","POINT (-87.66542564839497 41.86589880867377)"
"1549 N SEDGWICK ST","1549","N","SEDGWICK","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1549%20and%20direction=%27N%27%20and%20street_name=%27SEDGWICK%27%20and%20street_type=%27ST%27)",,"41.910767245383404","-87.63843407358699","POINT (-87.63843407358699 41.910767245383404)"
"1551 N DEARBORN ST","1551","N","DEARBORN","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1551%20and%20direction=%27N%27%20and%20street_name=%27DEARBORN%27%20and%20street_type=%27ST%27)",,"41.91094887684024","-87.63005190165899","POINT (-87.63005190165899 41.91094887684024)"
"1602 E 50TH ST","1602","E","50TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1602%20and%20direction=%27E%27%20and%20street_name=%2750TH%27%20and%20street_type=%27ST%27)",,,,,,,"41.80446581566271","-87.58634205850522","POINT (-87.58634205850522 41.80446581566271)"
"1622 W PETERSON AVE","1622","W","PETERSON","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1622%20and%20direction=%27W%27%20and%20street_name=%27PETERSON%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1622%20and%20direction=%27W%27%20and%20street_name=%27PETERSON%27%20and%20street_type=%27AVE%27)",,,,"41.990892087645044","-87.67098300577562","POINT (-87.67098300577562 41.990892087645044)"
"1626 N WHIPPLE ST","1626","N","WHIPPLE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1626%20and%20direction=%27N%27%20and%20street_name=%27WHIPPLE%27%20and%20street_type=%27ST%27)",,,,,,"41.910981335400514","-87.7035480054705","POINT (-87.7035480054705 41.910981335400514)"
"165 W SUPERIOR ST","165","W","SUPERIOR","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=165%20and%20direction=%27W%27%20and%20street_name=%27SUPERIOR%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=165%20and%20direction=%27W%27%20and%20street_name=%27SUPERIOR%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=165%20and%20direction=%27W%27%20and%20street_name=%27SUPERIOR%27%20and%20street_type=%27ST%27)",,,"41.89548977762712","-87.63383164451909","POINT (-87.63383164451909 41.89548977762712)"
"1701 S LAWNDALE AVE","1701","S","LAWNDALE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1701%20and%20direction=%27S%27%20and%20street_name=%27LAWNDALE%27%20and%20street_type=%27AVE%27)",,,,,,
"1722 W ROOSEVELT RD","1722","W","ROOSEVELT","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1722%20and%20direction=%27W%27%20and%20street_name=%27ROOSEVELT%27%20and%20street_type=%27RD%27)",,,"41.86695426378471","-87.66983064707289","POINT (-87.66983064707289 41.86695426378471)"
"1725 S ALLPORT ST","1725","S","ALLPORT","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=1725%20and%20direction=%27S%27%20and%20street_name=%27ALLPORT%27%20and%20street_type=%27ST%27)",,"41.85802668995904","-87.6575053670595","POINT (-87.6575053670595 41.85802668995904)"
"1745 N CENTRAL AVE","1745","N","CENTRAL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1745%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%27%20and%20street_type=%27AVE%27)",,,,"41.91248830795954","-87.76547481894687","POINT (-87.76547481894687 41.91248830795954)"
"1748 W 48TH ST","1748","W","48TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1748%20and%20direction=%27W%27%20and%20street_name=%2748TH%27%20and%20street_type=%27ST%27)",,,,,,"41.8068512120587","-87.66930171189483","POINT (-87.66930171189483 41.8068512120587)"
"1801 N ASHLAND AVE","1801","N","ASHLAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1801%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,,,,"41.914315407584375","-87.66765422622161","POINT (-87.66765422622161 41.914315407584375)"
"1801 W BYRON ST","1801","W","BYRON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1801%20and%20direction=%27W%27%20and%20street_name=%27BYRON%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1801%20and%20direction=%27W%27%20and%20street_name=%27BYRON%27%20and%20street_type=%27ST%27)",,,"41.95228523276908","-87.67426326896198","POINT (-87.67426326896198 41.95228523276908)"
"1805 S TRUMBULL AVE","1805","S","TRUMBULL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1805%20and%20direction=%27S%27%20and%20street_name=%27TRUMBULL%27%20and%20street_type=%27AVE%27)",,,,"41.85700163125097","-87.71134843134529","POINT (-87.71134843134529 41.85700163125097)"
"1818 E 106TH ST","1818","E","106TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1818%20and%20direction=%27E%27%20and%20street_name=%27106TH%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1818%20and%20direction=%27E%27%20and%20street_name=%27106TH%27%20and%20street_type=%27ST%27)",,,,,,
"1828 N WOOD ST","1828","N","WOOD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1828%20and%20direction=%27N%27%20and%20street_name=%27WOOD%27%20and%20street_type=%27ST%27)",,,,"41.915110413818766","-87.67283645287944","POINT (-87.67283645287944 41.915110413818766)"
"1831 W PERSHING RD","1831","W","PERSHING","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=1831%20and%20direction=%27W%27%20and%20street_name=%27PERSHING%27%20and%20street_type=%27RD%27)",,,"41.82304757442299","-87.67135056316117","POINT (-87.67135056316117 41.82304757442299)"
"1832 W 74TH ST","1832","W","74TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=1832%20and%20direction=%27W%27%20and%20street_name=%2774TH%27%20and%20street_type=%27ST%27)",,,,"41.759488212198086","-87.66980777383554","POINT (-87.66980777383554 41.759488212198086)"
"1851 S CENTRAL PARK AVE","1851","S","CENTRAL PARK","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=1851%20and%20direction=%27S%27%20and%20street_name=%27CENTRAL%20PARK%27%20and%20street_type=%27AVE%27)",,,,,,,"41.85566074452564","-87.7149671416094","POINT (-87.7149671416094 41.85566074452564)"
"1859 W WASHBURNE AVE","1859","W","WASHBURNE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1859%20and%20direction=%27W%27%20and%20street_name=%27WASHBURNE%27%20and%20street_type=%27AVE%27)",,,,,,"41.865769794430825","-87.67364513513225","POINT (-87.67364513513225 41.865769794430825)"
"1909 W HURON ST","1909","W","HURON","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1909%20and%20direction=%27W%27%20and%20street_name=%27HURON%27%20and%20street_type=%27ST%27)",,,,,,"41.89401745042186","-87.67498061076788","POINT (-87.67498061076788 41.89401745042186)"
"1967 N KINGSBURY ST","1967","N","KINGSBURY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=1967%20and%20direction=%27N%27%20and%20street_name=%27KINGSBURY%27%20and%20street_type=%27ST%27)",,,,,,"41.91721657053877","-87.66005519390765","POINT (-87.66005519390765 41.91721657053877)"
"2 E ROOSEVELT RD","2","E","ROOSEVELT","RD",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2%20and%20direction=%27E%27%20and%20street_name=%27ROOSEVELT%27%20and%20street_type=%27RD%27)",,,"41.86752385850783","-87.62738386389827","POINT (-87.62738386389827 41.86752385850783)"
"200 E JACKSON BLVD","200","E","JACKSON","BLVD","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=200%20and%20direction=%27E%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=200%20and%20direction=%27E%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)",,,,"41.87841808127115","-87.62235573984445","POINT (-87.62235573984445 41.87841808127115)"
"2003 W BELMONT AVE","2003","W","BELMONT","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2003%20and%20direction=%27W%27%20and%20street_name=%27BELMONT%27%20and%20street_type=%27AVE%27)",,,,"41.939460810366164","-87.67854942741113","POINT (-87.67854942741113 41.939460810366164)"
"2014 W DIVISION ST","2014","W","DIVISION","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2014%20and%20direction=%27W%27%20and%20street_name=%27DIVISION%27%20and%20street_type=%27ST%27)",,,"41.903289141646646","-87.67791409556975","POINT (-87.67791409556975 41.903289141646646)"
