"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13448076","JH248020","2024-05-02T17:25:00.000","076XX S PHILLIPS AVE","0454","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","SIDEWALK","true","false","0421","004","7","43","08B","1193858","1854753","2024","2024-05-10T15:41:51.000","41.756383676","-87.565110651","
,  
(41.756383676, -87.565110651)"
"13448983","JH249180","2024-05-02T17:20:00.000","065XX S STONY ISLAND AVE","0484","BATTERY","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","RESTAURANT","false","false","0321","003","5","42","08B","1188017","1861726","2024","2024-05-10T15:41:51.000","41.775659328","-87.586294455","
,  
(41.775659328, -87.586294455)"
"13447844","JH247873","2024-05-02T17:20:00.000","013XX N WESTERN AVE","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","false","false","1423","014","26","24","04B","1160168","1908743","2024","2024-05-10T15:41:51.000","41.905297643","-87.687089247","
,  
(41.905297643, -87.687089247)"
"13447998","JH247986","2024-05-02T17:20:00.000","002XX S STATE ST","0554","ASSAULT","AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY","SIDEWALK","false","false","0113","001","34","32","08A","1176417","1899149","2024","2024-05-10T15:41:51.000","41.878619788","-87.627691697","
,  
(41.878619788, -87.627691697)"
"13447866","JH247876","2024-05-02T17:19:00.000","045XX S JUSTINE ST","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","APARTMENT","false","false","0924","009","15","61","04B","1166768","1874520","2024","2024-05-10T15:41:51.000","41.811247709","-87.663825632","
,  
(41.811247709, -87.663825632)"
"13448073","JH247880","2024-05-02T17:17:00.000","0000X W 114TH PL","051A","ASSAULT","AGGRAVATED - HANDGUN","ALLEY","false","true","0522","005","9","49","04A","1177990","1829046","2024","2024-05-10T15:41:51.000","41.686214418","-87.624039314","
,  
(41.686214418, -87.624039314)"
"13449473","JH249911","2024-05-02T17:16:00.000","011XX S WHIPPLE ST","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","false","false","1134","011","28","29","06","1156199","1894997","2024","2024-05-10T15:41:51.000","41.867658429","-87.702040178","
,  
(41.867658429, -87.702040178)"
"13448951","JH248964","2024-05-02T17:14:00.000","032XX W BELMONT AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1733","017","35","21","06","1153997","1921094","2024","2024-05-10T15:41:51.000","41.939315143","-87.70942733","
,  
(41.939315143, -87.70942733)"
"13447983","JH247918","2024-05-02T17:13:00.000","012XX W 98TH ST","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","APARTMENT","false","true","2213","022","21","73","04B","1169783","1839779","2024","2024-05-10T15:41:51.000","41.71584897","-87.653773534","
,  
(41.71584897, -87.653773534)"
"13447720","JH247882","2024-05-02T17:12:00.000","013XX E 53RD ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0234","002","4","41","06","1185977","1870393","2024","2024-05-10T15:41:51.000","41.799490663","-87.593499384","
,  
(41.799490663, -87.593499384)"
"13448250","JH248124","2024-05-02T17:10:00.000","066XX S EVANS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0321","003","20","42","08B","1182359","1861195","2024","2024-05-10T15:41:51.000","41.774335213","-87.6070523","
,  
(41.774335213, -87.6070523)"
"13447801","JH247811","2024-05-02T17:10:00.000","079XX S HARVARD AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","true","0623","006","6","44","14","1175332","1852341","2024","2024-05-10T15:41:51.000","41.750198761","-87.63307609","
,  
(41.750198761, -87.63307609)"
"13448006","JH247842","2024-05-02T17:03:00.000","041XX W LAKE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","1114","011","28","26","08B","1148801","1901498","2024","2024-05-10T15:41:51.000","41.885643998","-87.72903165","
,  
(41.885643998, -87.72903165)"
"13448029","JH247962","2024-05-02T17:02:00.000","001XX W VAN BUREN ST","0483","BATTERY","AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON","CTA TRAIN","false","false","0122","001","34","32","04B","1175420","1898506","2024","2024-05-10T15:41:51.000","41.876877792","-87.631371748","
,  
(41.876877792, -87.631371748)"
"13447627","JH247807","2024-05-02T17:00:00.000","0000X N WACKER DR","0890","THEFT","FROM BUILDING","COMMERCIAL / BUSINESS OFFICE","false","false","0122","001","42","32","06","1173934","1900390","2024","2024-05-10T15:41:51.000","41.882080827","-87.636771693","
,  
(41.882080827, -87.636771693)"
"13448974","JH248953","2024-05-02T17:00:00.000","049XX W NEWPORT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1634","016","31","15","14","1142773","1922483","2024","2024-05-10T15:41:51.000","41.943343439","-87.750644368","
,  
(41.943343439, -87.750644368)"
"13448392","JH248632","2024-05-02T17:00:00.000","004XX E BOWEN AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","NURSING / RETIREMENT HOME","false","false","0214","002","3","38","07","1179822","1877577","2024","2024-05-10T15:41:51.000","41.819347317","-87.615851173","
,  
(41.819347317, -87.615851173)"
"13447849","JH247950","2024-05-02T17:00:00.000","093XX S VERNON AVE","0560","ASSAULT","SIMPLE","STREET","false","true","0633","006","8","49","08A","1180886","1843094","2024","2024-05-10T15:41:51.000","41.724698069","-87.613007515","
,  
(41.724698069, -87.613007515)"
"13447769","JH247889","2024-05-02T17:00:00.000","044XX W BELMONT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","2523","025","31","20","14","1146403","1920910","2024","2024-05-10T15:41:51.000","41.938958502","-87.737342327","
,  
(41.938958502, -87.737342327)"
"13447856","JH248063","2024-05-02T17:00:00.000","051XX S HARPER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0234","002","4","41","08B","1187157","1871298","2024","2024-05-10T15:41:51.000","41.801946097","-87.58914335","
,  
(41.801946097, -87.58914335)"
"13447744","JH247879","2024-05-02T17:00:00.000","083XX S ASHLAND AVE","0820","THEFT","$500 AND UNDER","STREET","false","true","0614","006","18","71","06","1167122","1849514","2024","2024-05-10T15:41:51.000","41.742620493","-87.663241882","
,  
(41.742620493, -87.663241882)"
"13448913","JH248833","2024-05-02T17:00:00.000","020XX N WOLCOTT AVE","0890","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","false","false","1432","014","32","22","06","1163364","1913672","2024","2024-05-10T15:41:51.000","41.91875649","-87.675210384","
,  
(41.91875649, -87.675210384)"
"13452691","JH247865","2024-05-02T17:00:00.000","037XX N HALSTED ST","0820","THEFT","$500 AND UNDER","BAR OR TAVERN","false","false","1923","019","46","6","06","1170259","1924866","2024","2024-05-10T15:41:51.000","41.94932533","-87.649549603","
,  
(41.94932533, -87.649549603)"
"13448684","JH249072","2024-05-02T17:00:00.000","025XX W 61ST ST","0890","THEFT","FROM BUILDING","APARTMENT","false","false","0825","008","16","66","06","1160641","1864131","2024","2024-05-10T15:41:51.000","41.782867725","-87.686585824","
,  
(41.782867725, -87.686585824)"
"13447884","JH248109","2024-05-02T17:00:00.000","009XX E 47TH ST","0560","ASSAULT","SIMPLE","APARTMENT","false","false","0222","002","4","39","08A","1183500","1874048","2024","2024-05-10T15:41:51.000","41.809578412","-87.602469089","
,  
(41.809578412, -87.602469089)"
"13448162","JH248207","2024-05-02T17:00:00.000","002XX W 106TH PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0512","005","21","49","08B","1176498","1834316","2024","2024-05-10T15:41:51.000","41.700709657","-87.629343542","
,  
(41.700709657, -87.629343542)"
"13447742","JH247965","2024-05-02T17:00:00.000","100XX S DR MARTIN LUTHER KING JR DR","0810","THEFT","OVER $500","RESIDENCE","false","false","0511","005","9","49","06","1180681","1838449","2024","2024-05-10T15:41:51.000","41.711956306","-87.613900603","
,  
(41.711956306, -87.613900603)"
"13447779","JH247799","2024-05-02T17:00:00.000","076XX S PHILLIPS AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","false","0421","004","7","43","08A","1193858","1854753","2024","2024-05-10T15:41:51.000","41.756383676","-87.565110651","
,  
(41.756383676, -87.565110651)"
"13447807","JH247961","2024-05-02T16:58:00.000","032XX W LAWRENCE AVE","2210","LIQUOR LAW VIOLATION","SELL / GIVE / DELIVER LIQUOR TO MINOR","RESTAURANT","true","false","1713","017","33","14","22","1153702","1931704","2024","2024-05-10T15:41:51.000","41.96843559","-87.710228021","
,  
(41.96843559, -87.710228021)"
"13447760","JH247874","2024-05-02T16:57:00.000","012XX N WELLS ST","0460","BATTERY","SIMPLE","SIDEWALK","true","false","1821","018","2","8","08B","1174483","1908628","2024","2024-05-10T15:41:51.000","41.904674107","-87.634509412","
,  
(41.904674107, -87.634509412)"
"13448011","JH247819","2024-05-02T16:55:00.000","022XX W TAYLOR ST","0330","ROBBERY","AGGRAVATED","SIDEWALK","false","false","1225","012","28","28","03","1161286","1895530","2024","2024-05-10T15:41:51.000","41.869016857","-87.683350105","
,  
(41.869016857, -87.683350105)"
"13448701","JH249177","2024-05-02T16:50:00.000","050XX S BLACKSTONE AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","false","false","0222","002","4","39","08B","1186774","1871922","2024","2024-05-10T15:41:51.000","41.803667488","-87.590528166","
,  
(41.803667488, -87.590528166)"
"13447665","JH247806","2024-05-02T16:50:00.000","084XX S INGLESIDE AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0632","006","8","44","05","1184022","1849325","2024","2024-05-10T15:41:51.000","41.741724047","-87.60132636","
,  
(41.741724047, -87.60132636)"
"13447995","JH247796","2024-05-02T16:47:00.000","012XX N MILWAUKEE AVE","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","CTA STATION","false","false","1424","014","1","24","04B","1165712","1908139","2024","2024-05-10T15:41:51.000","41.90352381","-87.66674162","
,  
(41.90352381, -87.66674162)"
"13448074","JH247825","2024-05-02T16:47:00.000","121XX S HALSTED ST","0460","BATTERY","SIMPLE","CTA BUS","false","false","0524","005","21","53","08B","1173184","1824439","2024","2024-05-10T15:41:51.000","41.673679306","-87.641768497","
,  
(41.673679306, -87.641768497)"
"13447825","JH247857","2024-05-02T16:47:00.000","0000X N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","true","false","0112","001","34","32","06","1176363","1900552","2024","2024-05-10T15:41:51.000","41.882470918","-87.627847625","
,  
(41.882470918, -87.627847625)"
"13447736","JH247843","2024-05-02T16:45:00.000","052XX S SPAULDING AVE","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0822","008","14","63","08A","1155269","1869627","2024","2024-05-10T15:41:51.000","41.798058731","-87.706134407","
,  
(41.798058731, -87.706134407)"
"13447681","JH247813","2024-05-02T16:45:00.000","0000X N WACKER DR","0810","THEFT","OVER $500","ALLEY","false","false","0122","001","42","32","06","1173934","1900390","2024","2024-05-10T15:41:51.000","41.882080827","-87.636771693","
,  
(41.882080827, -87.636771693)"
"13447704","JH247780","2024-05-02T16:36:00.000","013XX W 71ST ST","0560","ASSAULT","SIMPLE","SCHOOL - PUBLIC BUILDING","false","false","0734","007","17","67","08A","1168443","1857678","2024","2024-05-10T15:41:51.000","41.764995286","-87.658166965","
,  
(41.764995286, -87.658166965)"
"13448000","JH247781","2024-05-02T16:32:00.000","005XX N LECLAIRE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","1532","015","37","25","08B","1142273","1902978","2024","2024-05-10T15:41:51.000","41.889828942","-87.75296729","
,  
(41.889828942, -87.75296729)"
"13448444","JH248696","2024-05-02T16:30:00.000","035XX W 75TH ST","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","0835","008","18","70","06","1154038","1854622","2024","2024-05-10T15:41:51.000","41.756907278","-87.711046934","
,  
(41.756907278, -87.711046934)"
"13448059","JH248127","2024-05-02T16:30:00.000","013XX W 76TH ST","0560","ASSAULT","SIMPLE","APARTMENT","false","true","0612","006","17","71","08A","1168594","1854367","2024","2024-05-10T15:41:51.000","41.755906211","-87.657708819","
,  
(41.755906211, -87.657708819)"
"13448293","JH248434","2024-05-02T16:30:00.000","068XX S OGLESBY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0331","003","5","43","07","1192950","1859969","2024","2024-05-10T15:41:51.000","41.770718981","-87.568268207","
,  
(41.770718981, -87.568268207)"
"13448003","JH247765","2024-05-02T16:25:00.000","012XX N CLEVELAND AVE","0320","ROBBERY","STRONG ARM - NO WEAPON","SIDEWALK","false","false","1821","018","2","8","03","1172758","1908846","2024","2024-05-10T15:41:51.000","41.905310697","-87.640839313","
,  
(41.905310697, -87.640839313)"
"13448927","JH249094","2024-05-02T16:25:00.000","005XX N KINGSBURY ST","0890","THEFT","FROM BUILDING","ATHLETIC CLUB","false","false","1831","018","42","8","06","1173193","1903598","2024","2024-05-10T15:41:51.000","41.890900247","-87.639397357","
,  
(41.890900247, -87.639397357)"
"13447850","JH247847","2024-05-02T16:20:00.000","013XX N PAULINA ST","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","false","false","1433","014","1","24","08A","1164814","1909135","2024","2024-05-10T15:41:51.000","41.906276004","-87.670011875","
,  
(41.906276004, -87.670011875)"
"13448026","JH247741","2024-05-02T16:20:00.000","0000X E ROOSEVELT RD","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","0123","001","4","32","06","1176576","1895067","2024","2024-05-10T15:41:51.000","41.867414944","-87.627231186","
,  
(41.867414944, -87.627231186)"
"13449068","JH249106","2024-05-02T16:20:00.000","034XX W 61ST PL","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","false","false","0823","008","14","66","04B","1154458","1863627","2024","2024-05-10T15:41:51.000","41.781610055","-87.709268232","
,  
(41.781610055, -87.709268232)"
"13447660","JH247767","2024-05-02T16:15:00.000","045XX N BROADWAY","0460","BATTERY","SIMPLE","COMMERCIAL / BUSINESS OFFICE","false","false","1913","019","46","3","08B","1168210","1930392","2024","2024-05-10T15:41:51.000","41.964533491","-87.656921046","
,  
(41.964533491, -87.656921046)"
"13447897","JH247853","2024-05-02T16:11:00.000","042XX W 79TH ST","0560","ASSAULT","SIMPLE","STREET","false","false","0834","008","18","70","08A","1149260","1851869","2024","2024-05-10T15:41:51.000","41.749446075","-87.72862864","
,  
(41.749446075, -87.72862864)"
"13447612","JH247733","2024-05-02T16:10:00.000","021XX N CLYBOURN AVE","0820","THEFT","$500 AND UNDER","BANK","false","false","1811","018","2","7","06","1166698","1914357","2024","2024-05-10T15:41:51.000","41.920565308","-87.662941315","
,  
(41.920565308, -87.662941315)"
"13447749","JH247724","2024-05-02T16:07:00.000","021XX W 53RD PL","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","0932","009","16","61","08B","1163023","1869163","2024","2024-05-10T15:41:51.000","41.796626686","-87.677711947","
,  
(41.796626686, -87.677711947)"
"13447899","JH247831","2024-05-02T16:06:00.000","044XX S CICERO AVE","2030","NARCOTICS","MANUFACTURE / DELIVER - LOOK-ALIKE DRUG","NURSING / RETIREMENT HOME","true","false","0815","008","22","56","18","1145104","1874747","2024","2024-05-10T15:41:51.000","41.812306287","-87.74328289","
,  
(41.812306287, -87.74328289)"
"13447715","JH247744","2024-05-02T16:03:00.000","043XX N BROADWAY","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","DEPARTMENT STORE","true","false","1915","019","46","3","04A","1168915","1928944","2024","2024-05-10T15:41:51.000","41.960544829","-87.654371155","
,  
(41.960544829, -87.654371155)"
"13455139","JH257067","2024-05-02T16:02:00.000","049XX S INDIANA AVE","0810","THEFT","OVER $500","APARTMENT","false","false","0224","002","3","38","06",,,"2024","2024-05-10T15:41:51.000",,,
"13453964","JH255422","2024-05-02T16:02:00.000","003XX W 32ND ST","0890","THEFT","FROM BUILDING","APARTMENT","false","false","0915","009","11","34","06","1174668","1883741","2024","2024-05-10T15:41:51.000","41.836378406","-87.634574024","
,  
(41.836378406, -87.634574024)"
"13447982","JH247776","2024-05-02T16:00:00.000","002XX W DIVISION ST","0560","ASSAULT","SIMPLE","GROCERY FOOD STORE","false","false","1823","018","27","8","08A","1174391","1908327","2024","2024-05-10T15:41:51.000","41.903850204","-87.634856354","
,  
(41.903850204, -87.634856354)"
"13447685","JH247794","2024-05-02T16:00:00.000","040XX W CULLERTON ST","0460","BATTERY","SIMPLE","RESIDENCE","false","false","1012","010","24","29","08B","1149805","1890119","2024","2024-05-10T15:41:51.000","41.854399242","-87.725640551","
,  
(41.854399242, -87.725640551)"
"13451960","JH252350","2024-05-02T16:00:00.000","007XX N MICHIGAN AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD",,"false","false","1833","018","2","8","11","1177293","1905627","2024","2024-05-10T15:41:51.000","41.896375946","-87.6242787","
,  
(41.896375946, -87.6242787)"
"13448100","JH248227","2024-05-02T16:00:00.000","061XX S KILBOURN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","true","0813","008","13","65","14","1147426","1863497","2024","2024-05-10T15:41:51.000","41.781390469","-87.735052887","
,  
(41.781390469, -87.735052887)"
"13450873","JH251405","2024-05-02T16:00:00.000","001XX N FRANKLIN ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0122","001","42","32","06","1174297","1901591","2024","2024-05-10T15:41:51.000","41.885368351","-87.635402906","
,  
(41.885368351, -87.635402906)"
"13447670","JH247742","2024-05-02T16:00:00.000","049XX S DREXEL BLVD","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0223","002","4","39","08B","1183025","1872232","2024","2024-05-10T15:41:51.000","41.804606238","-87.604267792","
,  
(41.804606238, -87.604267792)"
"13447894","JH248078","2024-05-02T16:00:00.000","046XX W 59TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0813","008","13","62","08B","1146457","1864995","2024","2024-05-10T15:41:51.000","41.785519673","-87.738567526","
,  
(41.785519673, -87.738567526)"
"13448511","JH248653","2024-05-02T16:00:00.000","006XX S LEAVITT ST","0330","ROBBERY","AGGRAVATED","CTA BUS STOP","false","false","1225","012","28","28","03","1161821","1897268","2024","2024-05-10T15:41:51.000","41.873774956","-87.681337523","
,  
(41.873774956, -87.681337523)"
"13448005","JH247737","2024-05-02T16:00:00.000","004XX N ORLEANS ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1831","018","42","8","06","1173849","1903356","2024","2024-05-10T15:41:51.000","41.890221601","-87.636995432","
,  
(41.890221601, -87.636995432)"
"13448264","JH248393","2024-05-02T16:00:00.000","006XX E 83RD PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0632","006","6","44","14","1182071","1849762","2024","2024-05-10T15:41:51.000","41.742968542","-87.608461196","
,  
(41.742968542, -87.608461196)"
"13447605","JH247771","2024-05-02T16:00:00.000","095XX S HALSTED ST","0820","THEFT","$500 AND UNDER","LIBRARY","false","false","2223","022","21","73","06","1172656","1841600","2024","2024-05-10T15:41:51.000","41.720783347","-87.643197739","
,  
(41.720783347, -87.643197739)"
"13447609","JH247694","2024-05-02T15:58:00.000","023XX N MENARD AVE","0560","ASSAULT","SIMPLE","STREET","false","false","2515","025","36","19","08A","1137333","1914993","2024","2024-05-10T15:41:51.000","41.922889806","-87.770820058","
,  
(41.922889806, -87.770820058)"
"13451945","JH252498","2024-05-02T15:55:00.000","007XX W FULLERTON AVE","0880","THEFT","PURSE-SNATCHING","RESTAURANT","false","false","1935","019","43","7","06","1170773","1916175","2024","2024-05-10T15:41:51.000","41.925465597","-87.647915653","
,  
(41.925465597, -87.647915653)"
"13447748","JH247701","2024-05-02T15:55:00.000","058XX S PEORIA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0712","007","16","68","08B","1171304","1866197","2024","2024-05-10T15:41:51.000","41.788310328","-87.647431534","
,  
(41.788310328, -87.647431534)"
"13447874","JH247720","2024-05-02T15:50:00.000","029XX W 25TH ST","1200","DECEPTIVE PRACTICE","STOLEN PROPERTY BUY / RECEIVE / POSSESS","STREET","true","false","1033","010","24","30","13","1157108","1887260","2024","2024-05-10T15:41:51.000","41.846408871","-87.698912946","
,  
(41.846408871, -87.698912946)"
"13447678","JH247693","2024-05-02T15:48:00.000","057XX S PRAIRIE AVE","0430","BATTERY","AGGRAVATED - OTHER DANGEROUS WEAPON","RESIDENCE","false","false","0232","002","20","40","04B","1179021","1867009","2024","2024-05-10T15:41:51.000","41.790366109","-87.61911168","
,  
(41.790366109, -87.61911168)"
"13447644","JH247752","2024-05-02T15:45:00.000","027XX S DEARBORN ST","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","SCHOOL - PUBLIC GROUNDS","true","false","0133","001","3","35","18","1176316","1886559","2024","2024-05-10T15:41:51.000","41.844074267","-87.628442088","
,  
(41.844074267, -87.628442088)"
"13447700","JH247702","2024-05-02T15:45:00.000","026XX N MILWAUKEE AVE","0460","BATTERY","SIMPLE","VEHICLE - DELIVERY TRUCK","false","false","1412","014","35","22","08B","1154257","1917619","2024","2024-05-10T15:41:51.000","41.929774282","-87.708564826","
,  
(41.929774282, -87.708564826)"
"13447808","JH247923","2024-05-02T15:44:00.000","056XX S TRUMBULL AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","RESIDENCE","false","true","0822","008","14","63","26","1154339","1867056","2024","2024-05-10T15:41:51.000","41.791022107","-87.709613321","
,  
(41.791022107, -87.709613321)"
"13448081","JH247677","2024-05-02T15:41:00.000","032XX W LAWRENCE AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","true","false","1713","017","33","14","06","1153740","1931704","2024","2024-05-10T15:41:51.000","41.968434832","-87.710088296","
,  
(41.968434832, -87.710088296)"
"13448381","JH248559","2024-05-02T15:40:00.000","006XX N SPRINGFIELD AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","1122","011","37","23","04A","1150278","1903890","2024","2024-05-10T15:41:51.000","41.89217923","-87.723545347","
,  
(41.89217923, -87.723545347)"
"13455696","JH255270","2024-05-02T15:40:00.000","089XX S LAFAYETTE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0634","006","21","44","14",,,"2024","2024-05-10T15:41:51.000",,,
"13447845","JH247774","2024-05-02T15:39:00.000","029XX W 25TH ST","0554","ASSAULT","AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY","SIDEWALK","true","false","1033","010","24","30","08A","1157108","1887260","2024","2024-05-10T15:41:51.000","41.846408871","-87.698912946","
,  
(41.846408871, -87.698912946)"
"13447683","JH247815","2024-05-02T15:35:00.000","029XX N ASHLAND AVE","0820","THEFT","$500 AND UNDER","GROCERY FOOD STORE","false","false","1931","019","32","6","06","1165142","1919763","2024","2024-05-10T15:41:51.000","41.935432921","-87.668504341","
,  
(41.935432921, -87.668504341)"
"13447835","JH247725","2024-05-02T15:31:00.000","049XX N MILWAUKEE AVE","0420","BATTERY","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","RESTAURANT","true","false","1623","016","45","11","04B","1139231","1932487","2024","2024-05-10T15:41:51.000","41.970860678","-87.763418662","
,  
(41.970860678, -87.763418662)"
"13448304","JH248467","2024-05-02T15:30:00.000","120XX S EGGLESTON AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","0523","005","21","53","05","1175466","1825043","2024","2024-05-10T15:41:51.000","41.675286217","-87.633398214","
,  
(41.675286217, -87.633398214)"
"13447936","JH247978","2024-05-02T15:30:00.000","015XX N KINGSBURY ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","GROCERY FOOD STORE","false","false","1822","018","27","8","11","1169505","1910252","2024","2024-05-10T15:41:51.000","41.909240284","-87.65274758","
,  
(41.909240284, -87.65274758)"
"13448596","JH248934","2024-05-02T15:30:00.000","078XX S COLES AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","false","false","0421","004","7","43","05","1197465","1853757","2024","2024-05-10T15:41:51.000","41.753561435","-87.551925162","
,  
(41.753561435, -87.551925162)"
"13448657","JH249048","2024-05-02T15:30:00.000","008XX N PARKSIDE AVE","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","false","true","1511","015","29","25","26","1138538","1905038","2024","2024-05-10T15:41:51.000","41.895550342","-87.766634083","
,  
(41.895550342, -87.766634083)"
"13448878","JH249197","2024-05-02T15:30:00.000","001XX S STATE ST","0495","BATTERY","AGGRAVATED OF A SENIOR CITIZEN","SIDEWALK","false","false","0112","001","34","32","04B","1176406","1899607","2024","2024-05-10T15:41:51.000","41.879876814","-87.627718261","
,  
(41.879876814, -87.627718261)"
"13447871","JH247925","2024-05-02T15:30:00.000","001XX E 74TH ST","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","0323","003","6","69","06","1178569","1855984","2024","2024-05-10T15:41:51.000","41.76012266","-87.621103832","
,  
(41.76012266, -87.621103832)"
"13448389","JH248512","2024-05-02T15:30:00.000","015XX N ROCKWELL ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1423","014","1","24","07","1158796","1910119","2024","2024-05-10T15:41:51.000","41.909101751","-87.69209127","
,  
(41.909101751, -87.69209127)"
"13447758","JH247714","2024-05-02T15:25:00.000","031XX W ARMITAGE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1414","014","1","22","06","1155045","1913118","2024","2024-05-10T15:41:51.000","41.917407385","-87.70579017","
,  
(41.917407385, -87.70579017)"
"13447664","JH247704","2024-05-02T15:25:00.000","039XX S ROCKWELL ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0921","009","12","58","14","1159686","1878250","2024","2024-05-10T15:41:51.000","41.82163175","-87.689699547","
,  
(41.82163175, -87.689699547)"
"13447562","JH247688","2024-05-02T15:23:00.000","089XX S RACINE AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","SIDEWALK","false","false","2222","022","21","73","15","1169894","1845399","2024","2024-05-10T15:41:51.000","41.731268672","-87.653204377","
,  
(41.731268672, -87.653204377)"
"13448834","JH249223","2024-05-02T15:20:00.000","012XX N MONTICELLO AVE","0460","BATTERY","SIMPLE","SCHOOL - PUBLIC GROUNDS","false","false","2535","025","36","23","08B","1151811","1908030","2024","2024-05-10T15:41:51.000","41.903509764","-87.717806169","
,  
(41.903509764, -87.717806169)"
"13447857","JH247726","2024-05-02T15:16:00.000","081XX S EVANS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0631","006","6","44","08B","1182642","1851175","2024","2024-05-10T15:41:51.000","41.746832751","-87.606325311","
,  
(41.746832751, -87.606325311)"
"13448464","JH248567","2024-05-02T15:15:00.000","103XX S CORLISS AVE","0460","BATTERY","SIMPLE","STREET","false","false","0512","005","9","50","08B","1183397","1836757","2024","2024-05-10T15:41:51.000","41.707250544","-87.604006449","
,  
(41.707250544, -87.604006449)"
"13448004","JH247618","2024-05-02T15:15:00.000","035XX W OHIO ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","true","1121","011","27","23","14","1152859","1903777","2024","2024-05-10T15:41:51.000","41.891818421","-87.71406937","
,  
(41.891818421, -87.71406937)"
