"zip_code","week_number","week_start","week_end","cases_weekly","cases_cumulative","case_rate_weekly","case_rate_cumulative","tests_weekly","tests_cumulative","test_rate_weekly","test_rate_cumulative","percent_tested_positive_weekly","percent_tested_positive_cumulative","deaths_weekly","deaths_cumulative","death_rate_weekly","death_rate_cumulative","population","row_id","zip_code_location"
"60615","12","2024-03-17T00:00:00.000","2024-03-23T00:00:00.000","4","10642","9.6","25604.5","0","0","0","0","0","0","0","81","0","194.9","41563","60615-2024-12","POINT (-87.602725 41.801993)"
"60615","8","2024-02-18T00:00:00.000","2024-02-24T00:00:00.000","11","10613","26.5","25534.7","0","0","0","0","0","0","0","81","0","194.9","41563","60615-2024-8","POINT (-87.602725 41.801993)"
"60622","31","2020-07-26T00:00:00.000","2020-08-01T00:00:00.000","28","877","53","1661.2","1329","13148","2517.4","24904.8","0.029","0.067","0","56","0","106.1","52793","60622-2020-31","POINT (-87.681818 41.902762)"
"60622","32","2020-08-02T00:00:00.000","2020-08-08T00:00:00.000","34","911","64.4","1725.6","1405","14553","2661.3","27566.2","0.028","0.063","0","56","0","106.1","52793","60622-2020-32","POINT (-87.681818 41.902762)"
"60622","33","2020-08-09T00:00:00.000","2020-08-15T00:00:00.000","41","952","77.7","1803.3","1542","16095","2920.8","30487","0.033","0.06","0","56","0","106.1","52793","60622-2020-33","POINT (-87.681818 41.902762)"
"60622","34","2020-08-16T00:00:00.000","2020-08-22T00:00:00.000","42","994","79.6","1882.8","1674","17769","3170.9","33657.9","0.03","0.057","0","56","0","106.1","52793","60622-2020-34","POINT (-87.681818 41.902762)"
"60622","35","2020-08-23T00:00:00.000","2020-08-29T00:00:00.000","45","1039","85.2","1968.1","1540","19309","2917.1","36574.9","0.028","0.055","0","56","0","106.1","52793","60622-2020-35","POINT (-87.681818 41.902762)"
"60622","36","2020-08-30T00:00:00.000","2020-09-05T00:00:00.000","29","1068","54.9","2023","1547","20856","2930.3","39505.2","0.022","0.053","0","56","0","106.1","52793","60622-2020-36","POINT (-87.681818 41.902762)"
"60622","37","2020-09-06T00:00:00.000","2020-09-12T00:00:00.000","46","1114","87.1","2110.1","1400","22256","2651.9","42157.1","0.034","0.051","0","56","0","106.1","52793","60622-2020-37","POINT (-87.681818 41.902762)"
"60622","39","2020-09-20T00:00:00.000","2020-09-26T00:00:00.000","63","1217","119.3","2305.2","1844","25763","3492.9","48800","0.038","0.049","0","56","0","106.1","52793","60622-2020-39","POINT (-87.681818 41.902762)"
"60622","40","2020-09-27T00:00:00.000","2020-10-03T00:00:00.000","45","1262","85.2","2390.5","1705","27468","3229.6","52029.6","0.029","0.047","0","56","0","106.1","52793","60622-2020-40","POINT (-87.681818 41.902762)"
"60622","43","2020-10-18T00:00:00.000","2020-10-24T00:00:00.000","166","1617","314.4","3062.9","2642","34626","5004.5","65588.2","0.064","0.048","0","56","0","106.1","52793","60622-2020-43","POINT (-87.681818 41.902762)"
"60615","5","2024-01-28T00:00:00.000","2024-02-03T00:00:00.000","14","10572","33.7","25436.1","0","0","0","0","0","0","0","79","0","190.1","41563","60615-2024-5","POINT (-87.602725 41.801993)"
"60622","44","2020-10-25T00:00:00.000","2020-10-31T00:00:00.000","196","1813","371.3","3434.2","2717","37343","5146.5","70734.8","0.077","0.05","0","56","0","106.1","52793","60622-2020-44","POINT (-87.681818 41.902762)"
"60622","45","2020-11-01T00:00:00.000","2020-11-07T00:00:00.000","341","2154","645.9","4080.1","3067","40410","5809.5","76544.2","0.116","0.055","1","57","1.9","108","52793","60622-2020-45","POINT (-87.681818 41.902762)"
"60622","46","2020-11-08T00:00:00.000","2020-11-14T00:00:00.000","310","2464","587.2","4667.3","3064","43474","5803.8","82348","0.109","0.059","1","58","1.9","109.9","52793","60622-2020-46","POINT (-87.681818 41.902762)"
"60622","47","2020-11-15T00:00:00.000","2020-11-21T00:00:00.000","230","2694","435.7","5102.9","3836","47310","7266.1","89614.2","0.077","0.061","1","59","1.9","111.8","52793","60622-2020-47","POINT (-87.681818 41.902762)"
"60622","48","2020-11-22T00:00:00.000","2020-11-28T00:00:00.000","174","2868","329.6","5432.5","2761","50071","5229.9","94844","0.079","0.062","2","61","3.8","115.5","52793","60622-2020-48","POINT (-87.681818 41.902762)"
"60622","49","2020-11-29T00:00:00.000","2020-12-05T00:00:00.000","231","3099","437.6","5870.1","2837","52908","5373.8","100217.8","0.09","0.063","3","64","5.7","121.2","52793","60622-2020-49","POINT (-87.681818 41.902762)"
"60622","50","2020-12-06T00:00:00.000","2020-12-12T00:00:00.000","201","3300","380.7","6250.8","2504","55412","4743.1","104960.9","0.09","0.064","2","66","3.8","125","52793","60622-2020-50","POINT (-87.681818 41.902762)"
"60622","51","2020-12-13T00:00:00.000","2020-12-19T00:00:00.000","144","3444","272.8","6523.6","3087","58499","5847.4","110808.3","0.058","0.064","0","66","0","125","52793","60622-2020-51","POINT (-87.681818 41.902762)"
"60609","5","2024-01-28T00:00:00.000","2024-02-03T00:00:00.000","20","18120","32.5","29465.8","0","0","0","0","0","0","0","234","0","380.5","61495","60609-2024-5","POINT (-87.653382 41.812017)"
"60622","52","2020-12-20T00:00:00.000","2020-12-26T00:00:00.000","127","3571","240.6","6764.2","2521","61020","4775.3","115583.5","0.058","0.064","0","66","0","125","52793","60622-2020-52","POINT (-87.681818 41.902762)"
"60622","53","2020-12-27T00:00:00.000","2021-01-02T00:00:00.000","191","3762","361.8","7125.9","2183","63203","4135","119718.5","0.093","0.065","0","66","0","125","52793","60622-2020-53","POINT (-87.681818 41.902762)"
"60622","1","2021-01-03T00:00:00.000","2021-01-09T00:00:00.000","200","3962","378.8","7504.8","2586","65789","4898.4","124616.9","0.081","0.065","2","68","3.8","128.8","52793","60622-2021-1","POINT (-87.681818 41.902762)"
"60622","11","2021-03-14T00:00:00.000","2021-03-20T00:00:00.000","80","4666","151.5","8838.3","2069","85923","3919.1","162754.5","0.041","0.059","0","75","0","142.1","52793","60622-2021-11","POINT (-87.681818 41.902762)"
"60622","12","2021-03-21T00:00:00.000","2021-03-27T00:00:00.000","116","4782","219.7","9058","2076","87999","3932.3","166686.9","0.054","0.059","0","75","0","142.1","52793","60622-2021-12","POINT (-87.681818 41.902762)"
"60610","41","2021-10-10T00:00:00.000","2021-10-16T00:00:00.000","28","4324","71.8","11081.8","2145","108215","5497.3","277339.2","0.014","0.042","0","35","0","89.7","39019","60610-2021-41","POINT (-87.63581 41.90455)"
"60622","15","2021-04-11T00:00:00.000","2021-04-17T00:00:00.000","81","5089","153.4","9639.5","1960","94152","3712.6","178341.8","0.047","0.059","1","76","1.9","144","52793","60622-2021-15","POINT (-87.681818 41.902762)"
"60622","16","2021-04-18T00:00:00.000","2021-04-24T00:00:00.000","59","5148","111.8","9751.3","1833","95985","3472.1","181813.9","0.038","0.058","0","76","0","144","52793","60622-2021-16","POINT (-87.681818 41.902762)"
"60622","17","2021-04-25T00:00:00.000","2021-05-01T00:00:00.000","54","5202","102.3","9853.6","1707","97692","3233.4","185047.3","0.037","0.058","1","77","1.9","145.9","52793","60622-2021-17","POINT (-87.681818 41.902762)"
"60622","18","2021-05-02T00:00:00.000","2021-05-08T00:00:00.000","37","5239","70.1","9923.7","1571","99263","2975.8","188023","0.027","0.058","1","78","1.9","147.7","52793","60622-2021-18","POINT (-87.681818 41.902762)"
"60622","19","2021-05-09T00:00:00.000","2021-05-15T00:00:00.000","23","5262","43.6","9967.2","1496","100759","2833.7","190856.7","0.019","0.057","0","78","0","147.7","52793","60622-2021-19","POINT (-87.681818 41.902762)"
"60622","20","2021-05-16T00:00:00.000","2021-05-22T00:00:00.000","17","5279","32.2","9999.4","1340","102099","2538.2","193395","0.019","0.057","1","79","1.9","149.6","52793","60622-2021-20","POINT (-87.681818 41.902762)"
"60622","21","2021-05-23T00:00:00.000","2021-05-29T00:00:00.000","7","5286","13.3","10012.7","1235","103334","2339.3","195734.3","0.011","0.056","0","79","0","149.6","52793","60622-2021-21","POINT (-87.681818 41.902762)"
"60622","22","2021-05-30T00:00:00.000","2021-06-05T00:00:00.000","3","5289","5.7","10018.4","1193","104527","2259.8","197994.1","0.005","0.055","0","79","0","149.6","52793","60622-2021-22","POINT (-87.681818 41.902762)"
"60622","23","2021-06-06T00:00:00.000","2021-06-12T00:00:00.000","11","5300","20.8","10039.2","1434","105961","2716.3","200710.3","0.011","0.055","0","79","0","149.6","52793","60622-2021-23","POINT (-87.681818 41.902762)"
"60622","24","2021-06-13T00:00:00.000","2021-06-19T00:00:00.000","0","5300","0","10039.2","1153","107114","2184","202894.3","0","0.054","1","80","1.9","151.5","52793","60622-2021-24","POINT (-87.681818 41.902762)"
"60622","27","2021-07-04T00:00:00.000","2021-07-10T00:00:00.000","13","5322","24.6","10080.9","992","109991","1879","208343.9","0.015","0.053","0","80","0","151.5","52793","60622-2021-27","POINT (-87.681818 41.902762)"
"60622","28","2021-07-11T00:00:00.000","2021-07-17T00:00:00.000","15","5337","28.4","10109.3","1079","111070","2043.8","210387.7","0.018","0.053","0","80","0","151.5","52793","60622-2021-28","POINT (-87.681818 41.902762)"
"60622","37","2021-09-12T00:00:00.000","2021-09-18T00:00:00.000","53","5963","100.4","11295.1","2709","129867","5131.4","245992.8","0.027","0.05","0","80","0","151.5","52793","60622-2021-37","POINT (-87.681818 41.902762)"
"60622","38","2021-09-19T00:00:00.000","2021-09-25T00:00:00.000","50","6013","94.7","11389.8","2480","132347","4697.6","250690.4","0.026","0.05","2","82","3.8","155.3","52793","60622-2021-38","POINT (-87.681818 41.902762)"
"60622","39","2021-09-26T00:00:00.000","2021-10-02T00:00:00.000","55","6068","104.2","11493.9","2920","135267","5531","256221.5","0.023","0.049","0","82","0","155.3","52793","60622-2021-39","POINT (-87.681818 41.902762)"
"60622","4","2021-01-24T00:00:00.000","2021-01-30T00:00:00.000","84","4278","159.1","8103.3","2123","72629","4021.4","137573.2","0.043","0.064","2","71","3.8","134.5","52793","60622-2021-4","POINT (-87.681818 41.902762)"
"60619","4","2024-01-21T00:00:00.000","2024-01-27T00:00:00.000","18","16117","29.4","26310","0","0","0","0","0","0","0","244","0","398.3","61258","60619-2024-4","POINT (-87.60569 41.744737)"
"60619","5","2024-01-28T00:00:00.000","2024-02-03T00:00:00.000","14","16131","22.9","26332.9","0","0","0","0","0","0","1","245","1.6","399.9","61258","60619-2024-5","POINT (-87.60569 41.744737)"
"60610","11","2022-03-13T00:00:00.000","2022-03-19T00:00:00.000","19","7934","48.7","20333.7","1700","164904","4356.9","422624.9","0.014","0.052","0","54","0","138.4","39019","60610-2022-11","POINT (-87.63581 41.90455)"
"60610","12","2022-03-20T00:00:00.000","2022-03-26T00:00:00.000","33","7967","84.6","20418.3","1469","166373","3764.8","426389.7","0.028","0.052","0","54","0","138.4","39019","60610-2022-12","POINT (-87.63581 41.90455)"
"60610","13","2022-03-27T00:00:00.000","2022-04-02T00:00:00.000","49","8016","125.6","20543.8","1515","167888","3882.7","430272.4","0.034","0.052","0","54","0","138.4","39019","60610-2022-13","POINT (-87.63581 41.90455)"
"60610","14","2022-04-03T00:00:00.000","2022-04-09T00:00:00.000","70","8086","179.4","20723.2","1486","169374","3808.4","434080.8","0.053","0.052","0","54","0","138.4","39019","60610-2022-14","POINT (-87.63581 41.90455)"
"60610","15","2022-04-10T00:00:00.000","2022-04-16T00:00:00.000","86","8172","220.4","20943.6","1346","170720","3449.6","437530.4","0.07","0.052","0","54","0","138.4","39019","60610-2022-15","POINT (-87.63581 41.90455)"
"60610","16","2022-04-17T00:00:00.000","2022-04-23T00:00:00.000","85","8257","217.8","21161.5","1748","172468","4479.9","442010.3","0.055","0.052","0","54","0","138.4","39019","60610-2022-16","POINT (-87.63581 41.90455)"
"60610","17","2022-04-24T00:00:00.000","2022-04-30T00:00:00.000","114","8371","292.2","21453.7","1760","174228","4510.6","446520.9","0.066","0.052","0","54","0","138.4","39019","60610-2022-17","POINT (-87.63581 41.90455)"
"60610","18","2022-05-01T00:00:00.000","2022-05-07T00:00:00.000","159","8530","407.5","21861.1","1915","176143","4907.9","451428.8","0.089","0.052","0","54","0","138.4","39019","60610-2022-18","POINT (-87.63581 41.90455)"
"60610","19","2022-05-08T00:00:00.000","2022-05-14T00:00:00.000","164","8694","420.3","22281.5","1873","178016","4800.2","456229","0.094","0.053","0","54","0","138.4","39019","60610-2022-19","POINT (-87.63581 41.90455)"
"60610","2","2022-01-09T00:00:00.000","2022-01-15T00:00:00.000","284","7409","727.9","18988.2","3156","145478","8088.4","372838.9","0.11","0.055","5","46","12.8","117.9","39019","60610-2022-2","POINT (-87.63581 41.90455)"
"60610","20","2022-05-15T00:00:00.000","2022-05-21T00:00:00.000","160","8854","410.1","22691.5","1975","179991","5061.6","461290.7","0.095","0.053","0","54","0","138.4","39019","60610-2022-20","POINT (-87.63581 41.90455)"
"60610","21","2022-05-22T00:00:00.000","2022-05-28T00:00:00.000","170","9024","435.7","23127.2","1940","181931","4971.9","466262.6","0.087","0.054","0","54","0","138.4","39019","60610-2022-21","POINT (-87.63581 41.90455)"
"60610","22","2022-05-29T00:00:00.000","2022-06-04T00:00:00.000","108","9132","276.8","23404","1842","183773","4720.8","470983.4","0.065","0.054","0","54","0","138.4","39019","60610-2022-22","POINT (-87.63581 41.90455)"
"60607","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","8","9662","27","32651.8","0","0","0","0","0","0","0","20","0","67.6","29591","60607-2024-9","POINT (-87.652727 41.876104)"
"60615","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","10","10623","24.1","25558.8","0","0","0","0","0","0","0","81","0","194.9","41563","60615-2024-9","POINT (-87.602725 41.801993)"
"60636","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","12","9578","37.3","29742.6","0","0","0","0","0","0","0","168","0","521.7","32203","60636-2024-9","POINT (-87.668597 41.77599)"
"60654","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","5","6253","26.1","32678.3","0","0","0","0","0","0","0","9","0","47","19135","60654-2024-9","POINT (-87.636354 41.892485)"
"60612","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","14","11249","40.8","32785.4","0","0","0","0","0","0","0","109","0","317.7","34311","60612-2024-9","POINT (-87.687011 41.88004)"
"60618","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","23","26757","24.4","28345.8","0","0","0","0","0","0","0","185","0","196","94395","60618-2024-9","POINT (-87.703343 41.946699)"
"60660","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","17","11852","39.3","27408.5","0","0","0","0","0","0","0","110","0","254.4","43242","60660-2024-9","POINT (-87.666362 41.991062)"
"60651","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","25","19174","39.5","30330","0","0","0","0","0","0","0","191","0","302.1","63218","60651-2024-9","POINT (-87.741017 41.901964)"
"60611","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","15","9881","46.3","30472.5","0","0","0","0","0","0","0","31","0","95.6","32426","60611-2024-9","POINT (-87.620291 41.894734)"
"60622","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","13","15794","24.6","29916.8","0","0","0","0","0","0","0","107","0","202.7","52793","60622-2024-9","POINT (-87.681818 41.902762)"
"60610","5","2022-01-30T00:00:00.000","2022-02-05T00:00:00.000","69","7771","176.8","19915.9","2208","153446","5658.8","393259.7","0.042","0.055","2","51","5.1","130.7","39019","60610-2022-5","POINT (-87.63581 41.90455)"
"60601","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","5","5811","34.1","39598","0","0","0","0","0","0","0","15","0","102.2","14675","60601-2024-9","POINT (-87.622844 41.886262)"
"60602","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","0","507","0","40755.6","0","0","0","0","0","0","0","3","0","241.2","1244","60602-2024-9","POINT (-87.628309 41.883136)"
"60610","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","21","12059","53.8","30905.5","0","0","0","0","0","0","0","65","0","166.6","39019","60610-2024-9","POINT (-87.63581 41.90455)"
"60641","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","20","23091","28.2","32512","0","0","0","0","0","0","0","207","0","291.5","71023","60641-2024-9","POINT (-87.746791 41.946682)"
"60646","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","12","9519","42.9","34012.2","0","0","0","0","0","0","0","107","0","382.3","27987","60646-2024-9","POINT (-87.761826 41.993931)"
"60827","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","0","1319","0","4615.6",,"0","0","0","0","0","0","19","0","66.5","28577","60827-2024-9","POINT (-87.633087 41.650765)"
"60661","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","5","3192","50.4","32158","0","0","0","0","0","0","0","2","0","20.1","9926","60661-2024-9","POINT (-87.644283 41.882786)"
"60603","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","1","456","85.2","38841.6","0","0","0","0","0","0","0","0","0","0","1174","60603-2024-9","POINT (-87.625473 41.880112)"
"60642","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","5","5850","24.8","28959","0","0","0","0","0","0","0","31","0","153.5","20201","60642-2024-9","POINT (-87.657821 41.899935)"
"60657","9","2024-02-25T00:00:00.000","2024-03-02T00:00:00.000","12","20171","17.1","28794.3","0","0","0","0","0","0","0","68","0","97.1","70052","60657-2024-9","POINT (-87.658216 41.939715)"
"60622","40","2021-10-03T00:00:00.000","2021-10-09T00:00:00.000","49","6117","92.8","11586.8","2717","137984","5146.5","261368","0.022","0.049","0","82","0","155.3","52793","60622-2021-40","POINT (-87.681818 41.902762)"
"60622","41","2021-10-10T00:00:00.000","2021-10-16T00:00:00.000","67","6184","126.9","11713.7","2670","140654","5057.5","266425.5","0.034","0.049","0","82","0","155.3","52793","60622-2021-41","POINT (-87.681818 41.902762)"
"60622","42","2021-10-17T00:00:00.000","2021-10-23T00:00:00.000","46","6230","87.1","11800.8","2971","143625","5627.6","272053.1","0.021","0.048","0","82","0","155.3","52793","60622-2021-42","POINT (-87.681818 41.902762)"
"60622","43","2021-10-24T00:00:00.000","2021-10-30T00:00:00.000","48","6278","90.9","11891.7","2845","146470","5389","277442.1","0.019","0.047","1","83","1.9","157.2","52793","60622-2021-43","POINT (-87.681818 41.902762)"
"60622","44","2021-10-31T00:00:00.000","2021-11-06T00:00:00.000","82","6360","155.3","12047.1","3245","149715","6146.6","283588.7","0.031","0.047","0","83","0","157.2","52793","60622-2021-44","POINT (-87.681818 41.902762)"
"60622","45","2021-11-07T00:00:00.000","2021-11-13T00:00:00.000","108","6468","204.6","12251.6","2964","152679","5614.4","289203.1","0.045","0.047","0","83","0","157.2","52793","60622-2021-45","POINT (-87.681818 41.902762)"
"60622","46","2021-11-14T00:00:00.000","2021-11-20T00:00:00.000","112","6580","212.1","12463.8","3574","156253","6769.8","295973","0.041","0.047","0","83","0","157.2","52793","60622-2021-46","POINT (-87.681818 41.902762)"
"60622","47","2021-11-21T00:00:00.000","2021-11-27T00:00:00.000","98","6678","185.6","12649.4","2890","159143","5474.2","301447.2","0.043","0.047","0","83","0","157.2","52793","60622-2021-47","POINT (-87.681818 41.902762)"
"60622","48","2021-11-28T00:00:00.000","2021-12-04T00:00:00.000","143","6821","270.9","12920.3","4404","163547","8342","309789.2","0.04","0.047","1","84","1.9","159.1","52793","60622-2021-48","POINT (-87.681818 41.902762)"
"60622","51","2021-12-19T00:00:00.000","2021-12-25T00:00:00.000","884","8389","1674.5","15890.4","8303","182420","15727.5","345538.2","0.122","0.052","0","85","0","161","52793","60622-2021-51","POINT (-87.681818 41.902762)"
"60622","52","2021-12-26T00:00:00.000","2022-01-01T00:00:00.000","838","9227","1587.3","17477.7","5256","187676","9955.9","355494.1","0.183","0.055","1","86","1.9","162.9","52793","60622-2021-52","POINT (-87.681818 41.902762)"
"60622","6","2021-02-07T00:00:00.000","2021-02-13T00:00:00.000","46","4394","87.1","8323.1","1928","76499","3652","144903.7","0.034","0.063","0","72","0","136.4","52793","60622-2021-6","POINT (-87.681818 41.902762)"
"60622","7","2021-02-14T00:00:00.000","2021-02-20T00:00:00.000","37","4431","70.1","8393.2","1637","78136","3100.8","148004.5","0.021","0.062","1","73","1.9","138.3","52793","60622-2021-7","POINT (-87.681818 41.902762)"
"60622","8","2021-02-21T00:00:00.000","2021-02-27T00:00:00.000","53","4484","100.4","8493.6","1898","80034","3595.2","151599.6","0.032","0.061","2","75","3.8","142.1","52793","60622-2021-8","POINT (-87.681818 41.902762)"
"60622","9","2021-02-28T00:00:00.000","2021-03-06T00:00:00.000","46","4530","87.1","8580.7","1988","82022","3765.7","155365.3","0.026","0.06","0","75","0","142.1","52793","60622-2021-9","POINT (-87.681818 41.902762)"
"60622","1","2022-01-02T00:00:00.000","2022-01-08T00:00:00.000","759","9986","1437.7","18915.4","5284","192960","10008.9","365503","0.168","0.058","2","88","3.8","166.7","52793","60622-2022-1","POINT (-87.681818 41.902762)"
"60622","10","2022-03-06T00:00:00.000","2022-03-12T00:00:00.000","25","11089","47.4","21004.7","2453","222940","4646.4","422290.8","0.012","0.057","0","100","0","189.4","52793","60622-2022-10","POINT (-87.681818 41.902762)"
"60622","12","2022-03-20T00:00:00.000","2022-03-26T00:00:00.000","72","11192","136.4","21199.8","2312","227670","4379.4","431250.4","0.033","0.056","0","101","0","191.3","52793","60622-2022-12","POINT (-87.681818 41.902762)"
"60610","1","2023-12-31T00:00:00.000","2024-01-06T00:00:00.000","39","11933","100","30582.5","10","233094","25.6","597385.9","0.3","0.055","1","64","2.6","164","39019","60610-2023-1","POINT (-87.63581 41.90455)"
"60666","1","2023-12-31T00:00:00.000","2024-01-06T00:00:00.000","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","60666-2023-1","POINT (-87.896371 41.979511)"
"60622","13","2022-03-27T00:00:00.000","2022-04-02T00:00:00.000","93","11285","176.2","21375.9","2264","229934","4288.4","435538.8","0.045","0.056","0","101","0","191.3","52793","60622-2022-13","POINT (-87.681818 41.902762)"
"60622","14","2022-04-03T00:00:00.000","2022-04-09T00:00:00.000","102","11387","193.2","21569.1","2504","232438","4743.1","440281.9","0.046","0.056","0","101","0","191.3","52793","60622-2022-14","POINT (-87.681818 41.902762)"
"60622","15","2022-04-10T00:00:00.000","2022-04-16T00:00:00.000","128","11515","242.5","21811.6","1476","233914","2795.8","443077.7","0.101","0.056","0","101","0","191.3","52793","60622-2022-15","POINT (-87.681818 41.902762)"
"60622","18","2022-05-01T00:00:00.000","2022-05-07T00:00:00.000","221","12032","418.6","22790.9","2620","241552","4962.8","457545.5","0.094","0.057","0","101","0","191.3","52793","60622-2022-18","POINT (-87.681818 41.902762)"
"60622","2","2022-01-09T00:00:00.000","2022-01-15T00:00:00.000","421","10407","797.5","19712.8","4763","197723","9022","374525","0.114","0.06","6","94","11.4","178.1","52793","60622-2022-2","POINT (-87.681818 41.902762)"
"60622","20","2022-05-15T00:00:00.000","2022-05-21T00:00:00.000","216","12475","409.1","23630","2682","246677","5080.2","467253.2","0.094","0.058","0","101","0","191.3","52793","60622-2022-20","POINT (-87.681818 41.902762)"
"60622","21","2022-05-22T00:00:00.000","2022-05-28T00:00:00.000","201","12676","380.7","24010.8","2456","249133","4652.1","471905.4","0.09","0.058","0","101","0","191.3","52793","60622-2022-21","POINT (-87.681818 41.902762)"
"60622","22","2022-05-29T00:00:00.000","2022-06-04T00:00:00.000","142","12818","269","24279.7","2371","251504","4491.1","476396.5","0.065","0.058","0","101","0","191.3","52793","60622-2022-22","POINT (-87.681818 41.902762)"
"60622","23","2022-06-05T00:00:00.000","2022-06-11T00:00:00.000","120","12938","227.3","24507","1893","253397","3585.7","479982.2","0.077","0.058","0","101","0","191.3","52793","60622-2022-23","POINT (-87.681818 41.902762)"
"60622","24","2022-06-12T00:00:00.000","2022-06-18T00:00:00.000","98","13036","185.6","24692.7","1025","254422","1941.5","481923.7","0.11","0.058","0","101","0","191.3","52793","60622-2022-24","POINT (-87.681818 41.902762)"
"60622","25","2022-06-19T00:00:00.000","2022-06-25T00:00:00.000","106","13142","200.8","24893.5","907","255329","1718","483641.8","0.136","0.059","0","101","0","191.3","52793","60622-2022-25","POINT (-87.681818 41.902762)"
"60622","41","2022-10-09T00:00:00.000","2022-10-15T00:00:00.000","29","14178","54.9","26855.8","1073","269921","2032.5","511281.8","0.027","0.06","0","101","0","191.3","52793","60622-2022-41","POINT (-87.681818 41.902762)"
"60622","42","2022-10-16T00:00:00.000","2022-10-22T00:00:00.000","29","14207","54.9","26910.8","963","270884","1824.1","513105.9","0.035","0.06","0","101","0","191.3","52793","60622-2022-42","POINT (-87.681818 41.902762)"
"60622","43","2022-10-23T00:00:00.000","2022-10-29T00:00:00.000","46","14253","87.1","26997.9","1077","271961","2040","515145.9","0.041","0.06","0","101","0","191.3","52793","60622-2022-43","POINT (-87.681818 41.902762)"
"60622","44","2022-10-30T00:00:00.000","2022-11-05T00:00:00.000","37","14290","70.1","27068","1076","273037","2038.1","517184.1","0.038","0.059","0","101","0","191.3","52793","60622-2022-44","POINT (-87.681818 41.902762)"
"60622","45","2022-11-06T00:00:00.000","2022-11-12T00:00:00.000","40","14330","75.8","27143.8","1037","274074","1964.3","519148.4","0.042","0.059","0","101","0","191.3","52793","60622-2022-45","POINT (-87.681818 41.902762)"
"60622","46","2022-11-13T00:00:00.000","2022-11-19T00:00:00.000","47","14377","89","27232.8","1061","275135","2009.7","521158.1","0.046","0.059","0","101","0","191.3","52793","60622-2022-46","POINT (-87.681818 41.902762)"
"60622","47","2022-11-20T00:00:00.000","2022-11-26T00:00:00.000","33","14410","62.5","27295.3","481","275616","911.1","522069.2","0.091","0.059","0","101","0","191.3","52793","60622-2022-47","POINT (-87.681818 41.902762)"
"60622","48","2022-11-27T00:00:00.000","2022-12-03T00:00:00.000","58","14468","109.9","27405.1","1177","276793","2229.5","524298.7","0.059","0.059","0","101","0","191.3","52793","60622-2022-48","POINT (-87.681818 41.902762)"
"60622","49","2022-12-04T00:00:00.000","2022-12-10T00:00:00.000","65","14533","123.1","27528.3","1040","277833","1970","526268.6","0.063","0.059","0","101","0","191.3","52793","60622-2022-49","POINT (-87.681818 41.902762)"
"60622","5","2022-01-30T00:00:00.000","2022-02-05T00:00:00.000","103","10908","195.1","20661.8","3287","209051","6226.2","395982.4","0.036","0.059","0","98","0","185.6","52793","60622-2022-5","POINT (-87.681818 41.902762)"
"60622","50","2022-12-11T00:00:00.000","2022-12-17T00:00:00.000","67","14600","126.9","27655.2","1016","278849","1924.5","528193.1","0.079","0.059","0","101","0","191.3","52793","60622-2022-50","POINT (-87.681818 41.902762)"
"60622","51","2022-12-18T00:00:00.000","2022-12-24T00:00:00.000","48","14648","90.9","27746.1","958","279807","1814.6","530007.8","0.064","0.06","0","101","0","191.3","52793","60622-2022-51","POINT (-87.681818 41.902762)"
"60622","52","2022-12-25T00:00:00.000","2022-12-31T00:00:00.000","45","14693","85.2","27831.3","437","280244","827.8","530835.5","0.103","0.06","0","101","0","191.3","52793","60622-2022-52","POINT (-87.681818 41.902762)"
"60622","39","2023-09-24T00:00:00.000","2023-09-30T00:00:00.000","16","15406","30.3","29181.9","147","295800","278.4","560301.6","0.082","0.059","1","105","1.9","198.9","52793","60622-2023-39","POINT (-87.681818 41.902762)"
"60622","40","2023-10-01T00:00:00.000","2023-10-07T00:00:00.000","14","15420","26.5","29208.4","171","295971","323.9","560625.5","0.07","0.059","0","105","0","198.9","52793","60622-2023-40","POINT (-87.681818 41.902762)"
"60622","41","2023-10-08T00:00:00.000","2023-10-14T00:00:00.000","8","15428","15.2","29223.6","145","296116","274.7","560900.1","0.09","0.059","0","105","0","198.9","52793","60622-2023-41","POINT (-87.681818 41.902762)"
