"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG250283","2023-05-06T02:00:00.000","082XX S RIDGELAND AVE","0810","THEFT","OVER $500","RESIDENCE","N","N","414","8","06","1189360","1850757","41.745527325","-87.581722569","
,  
(41.745527325, -87.581722569)"
"JG249823","2023-05-06T02:00:00.000","051XX S MOBILE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","811","23","08B","1135245","1869759","41.798798418","-87.77956423","
,  
(41.798798418, -87.77956423)"
"JG251151","2023-05-06T02:00:00.000","049XX S HOYNE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","931","15","06","1163200","1871710","41.803612263","-87.676991551","
,  
(41.803612263, -87.676991551)"
"JG250497","2023-05-06T02:00:00.000","070XX N SHERIDAN RD","1360","CRIMINAL TRESPASS","TO VEHICLE","STREET","N","N","2423","49","26","1166538","1947205","42.010704854","-87.662584365","
,  
(42.010704854, -87.662584365)"
"JG249995","2023-05-06T02:00:00.000","079XX S THROOP ST","0560","ASSAULT","SIMPLE","APARTMENT","N","N","612","17","08A","1169040","1852087","41.74963996","-87.656140098","
,  
(41.74963996, -87.656140098)"
"JG253325","2023-05-06T02:02:00.000","072XX S EBERHART AVE","1020","ARSON","BY FIRE","RESIDENCE","N","N","323","6","09","1180829","1857149","41.763267897","-87.612785209","
,  
(41.763267897, -87.612785209)"
"JG249825","2023-05-06T02:08:00.000","004XX W 38TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","915","11","08B","1174032","1879735","41.82539977","-87.637026874","
,  
(41.82539977, -87.637026874)"
"JG254593","2023-05-06T02:15:00.000","0000X W 111TH ST","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE","N","N","522","9","02","1177873","1831361","41.692569761","-87.624397882","
,  
(41.692569761, -87.624397882)"
"JG251350","2023-05-06T02:15:00.000","065XX S FAIRFIELD AVE","031A","ROBBERY","ARMED - HANDGUN","VEHICLE NON-COMMERCIAL","N","N","831","16","03","1159168","1861250","41.774992127","-87.692065102","
,  
(41.774992127, -87.692065102)"
"JG250788","2023-05-06T02:15:00.000","001XX W KINZIE ST","0261","CRIMINAL SEXUAL ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","1831","42","02","1174916","1902985","41.889179729","-87.633088075","
,  
(41.889179729, -87.633088075)"
"JG258078","2023-05-06T02:17:00.000","023XX N CANNON DR","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1814","43","07","1174860","1915779","41.924288329","-87.632910077","
,  
(41.924288329, -87.632910077)"
"JG249842","2023-05-06T02:20:00.000","002XX W ONTARIO ST","0460","BATTERY","SIMPLE","STREET","N","N","1831","42","08B","1174494","1904440","41.89318177","-87.6345943","
,  
(41.89318177, -87.6345943)"
"JG251027","2023-05-06T02:20:00.000","033XX S MICHIGAN AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","VEHICLE NON-COMMERCIAL","N","N","211","3","17","1177742","1882956","41.834155131","-87.623318288","
,  
(41.834155131, -87.623318288)"
"JG249826","2023-05-06T02:20:00.000","043XX S PULASKI RD","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","N","N","815","14","24","1150397","1875670","41.814737762","-87.723843947","
,  
(41.814737762, -87.723843947)"
"JG249834","2023-05-06T02:26:00.000","092XX S PEORIA ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","2223","21","14","1171937","1843586","41.726249002","-87.645773171","
,  
(41.726249002, -87.645773171)"
"JG249831","2023-05-06T02:30:00.000","008XX N KEYSTONE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1111","37","08B","1149237","1905266","41.895975356","-87.727332834","
,  
(41.895975356, -87.727332834)"
"JG295590","2023-05-06T02:30:00.000","022XX S ALBANY AVE","2851","PUBLIC PEACE VIOLATION","ARSON THREAT","APARTMENT","N","N","1033","24","24","1156041","1888970","41.851122869","-87.702782722","
,  
(41.851122869, -87.702782722)"
"JG250382","2023-05-06T02:30:00.000","073XX N WOLCOTT AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2424","49","08B","1162276","1948360","42.013964764","-87.678233344","
,  
(42.013964764, -87.678233344)"
"JG249920","2023-05-06T02:30:00.000","007XX N CLARK ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","VEHICLE NON-COMMERCIAL","N","Y","1832","42","08B","1175400","1905492","41.896048219","-87.631235316","
,  
(41.896048219, -87.631235316)"
"JG249829","2023-05-06T02:30:00.000","043XX S PULASKI RD","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","815","14","15","1150397","1875670","41.814737762","-87.723843947","
,  
(41.814737762, -87.723843947)"
"JG249850","2023-05-06T02:30:00.000","019XX N OAK PARK AVE","0810","THEFT","OVER $500","RESIDENCE - GARAGE","N","N","2513","29","06","1130776","1912108","41.915088506","-87.794979669","
,  
(41.915088506, -87.794979669)"
"JG249849","2023-05-06T02:34:00.000","058XX S SAWYER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","Y","Y","822","14","08B","1155713","1865788","41.787515068","-87.704609126","
,  
(41.787515068, -87.704609126)"
"JG249835","2023-05-06T02:34:00.000","024XX W WABANSIA AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","1434","1","08B","1159929","1911230","41.912127102","-87.68789843","
,  
(41.912127102, -87.68789843)"
"JG270941","2023-05-06T02:45:00.000","021XX S CALIFORNIA AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","1023","25","04A","1158031","1889469","41.852451849","-87.695465352","
,  
(41.852451849, -87.695465352)"
"JG250063","2023-05-06T02:47:00.000","095XX S INDIANA AVE","0610","BURGLARY","FORCIBLE ENTRY","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","511","9","05","1179261","1841842","41.721299582","-87.618997895","
,  
(41.721299582, -87.618997895)"
"JG249843","2023-05-06T02:50:00.000","116XX S ADA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","524","21","08B","1169423","1827535","41.682257264","-87.655444989","
,  
(41.682257264, -87.655444989)"
"JG249852","2023-05-06T02:50:00.000","019XX W CHICAGO AVE","0460","BATTERY","SIMPLE","BAR OR TAVERN","N","N","1221","36","08B","1163166","1905351","41.895927235","-87.676172074","
,  
(41.895927235, -87.676172074)"
"JG250133","2023-05-06T02:55:00.000","017XX N CICERO AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2533","37","07","1144138","1910955","41.9116839","-87.745917518","
,  
(41.9116839, -87.745917518)"
"JG249822","2023-05-06T02:55:00.000","081XX S BLACKSTONE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","Y","N","411","8","01A","1187581","1851219","41.746837554","-87.588226393","
,  
(41.746837554, -87.588226393)"
"JG249855","2023-05-06T02:58:00.000","011XX N NOBLE ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","1213","27","14","1166839","1907745","41.902418542","-87.66261323","
,  
(41.902418542, -87.66261323)"
"JG250121","2023-05-06T03:00:00.000","027XX W FLOURNOY ST","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","N","Y","1135","28","04A","1158289","1896923","41.872901132","-87.694314778","
,  
(41.872901132, -87.694314778)"
"JG249946","2023-05-06T03:00:00.000","083XX S PAULINA ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","614","18","08B","1166460","1849462","41.742491918","-87.665668945","
,  
(41.742491918, -87.665668945)"
"JG250106","2023-05-06T03:00:00.000","010XX S AUSTIN BLVD","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","1513","29","14","1136532","1895143","41.868433259","-87.774238533","
,  
(41.868433259, -87.774238533)"
"JG253759","2023-05-06T03:00:00.000","063XX N TROY ST","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","2413","50","06","1154206","1941949","41.996538341","-87.708099849","
,  
(41.996538341, -87.708099849)"
"JG249846","2023-05-06T03:04:00.000","118XX S SANGAMON ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","524","21","08B","1172123","1826307","41.678828708","-87.645597289","
,  
(41.678828708, -87.645597289)"
"JG249856","2023-05-06T03:06:00.000","122XX S ELIZABETH ST","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","STREET","N","N","524","21","15","1170216","1823533","41.67125794","-87.652657869","
,  
(41.67125794, -87.652657869)"
"JG249858","2023-05-06T03:16:00.000","059XX S ASHLAND AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","STREET","N","N","713","16","14","1166686","1865425","41.786291714","-87.664386014","
,  
(41.786291714, -87.664386014)"
"JG249857","2023-05-06T03:20:00.000","050XX W LAWRENCE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1623","45","08B","1141984","1931448","41.967958876","-87.753321363","
,  
(41.967958876, -87.753321363)"
"JG249904","2023-05-06T03:25:00.000","063XX S YALE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","GAS STATION","N","N","722","20","07","1175585","1863128","41.779793875","-87.631826613","
,  
(41.779793875, -87.631826613)"
"JG249862","2023-05-06T03:30:00.000","015XX N MILWAUKEE AVE","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","STREET","Y","Y","1424","1","04B","1163189","1910264","41.909408388","-87.675949324","
,  
(41.909408388, -87.675949324)"
"JG253062","2023-05-06T03:30:00.000","014XX W LAKE ST","0810","THEFT","OVER $500","BAR OR TAVERN","N","N","1224","27","06","1166633","1901539","41.885393253","-87.663547848","
,  
(41.885393253, -87.663547848)"
"JG249859","2023-05-06T03:39:00.000","005XX N KEDZIE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","1121","27","04A","1154949","1903386","41.890703831","-87.70640419","
,  
(41.890703831, -87.70640419)"
"JG250067","2023-05-06T03:39:00.000","017XX W 87TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESTAURANT","N","N","2221","18","14","1166046","1846996","41.735733654","-87.667255781","
,  
(41.735733654, -87.667255781)"
"JG249860","2023-05-06T03:40:00.000","037XX N BROADWAY","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1925","46","08B","1170406","1925185","41.950197458","-87.648999894","
,  
(41.950197458, -87.648999894)"
"JG249874","2023-05-06T03:51:00.000","068XX N WESTERN AVE","041A","BATTERY","AGGRAVATED - HANDGUN","GAS STATION","N","N","2411","40","04B","1159082","1945162","42.005255827","-87.69007432","
,  
(42.005255827, -87.69007432)"
"JG249876","2023-05-06T03:53:00.000","001XX N WELLS ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","122","42","06","1174701","1901579","41.885326396","-87.633919718","
,  
(41.885326396, -87.633919718)"
"JG249872","2023-05-06T03:55:00.000","017XX W 91ST ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","2221","21","14","1166490","1844335","41.72842203","-87.665704747","
,  
(41.72842203, -87.665704747)"
"JG464626","2023-05-06T04:00:00.000","028XX S TRUMBULL AVE","1562","SEX OFFENSE","AGGRAVATED CRIMINAL SEXUAL ABUSE","APARTMENT","N","N","1032","22","17","1153829","1884903","41.840006817","-87.711009462","
,  
(41.840006817, -87.711009462)"
"JG252127","2023-05-06T04:00:00.000","003XX W CHESTNUT ST","0890","THEFT","FROM BUILDING","RESIDENCE","N","N","1823","2","06","1173689","1906248","41.898160974","-87.637496886","
,  
(41.898160974, -87.637496886)"
"JG250014","2023-05-06T04:00:00.000","105XX S MICHIGAN AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","512","9","14","1178851","1835157","41.702964374","-87.620702287","
,  
(41.702964374, -87.620702287)"
"JG256430","2023-05-06T04:00:00.000","041XX N KIMBALL AVE","0460","BATTERY","SIMPLE","APARTMENT","N","N","1723","33","08B","1152976","1927523","41.956977112","-87.713008798","
,  
(41.956977112, -87.713008798)"
"JG255042","2023-05-06T04:00:00.000","007XX N SACRAMENTO BLVD","0820","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1221","27","06","1156097","1904592","41.893990113","-87.702155577","
,  
(41.893990113, -87.702155577)"
"JG296329","2023-05-06T04:00:00.000","015XX W FULTON ST","0460","BATTERY","SIMPLE","STREET","N","N","1215","27","08B","1166341","1901957","41.886546526","-87.66460816","
,  
(41.886546526, -87.66460816)"
"JG249957","2023-05-06T04:00:00.000","094XX S HAMILTON AVE","1360","CRIMINAL TRESPASS","TO VEHICLE","STREET","N","N","2221","19","26","1163683","1842118","41.722397514","-87.676049427","
,  
(41.722397514, -87.676049427)"
"JG249895","2023-05-06T04:00:00.000","006XX W BELMONT AVE","0460","BATTERY","SIMPLE","BAR OR TAVERN","N","N","1934","44","08B","1171501","1921488","41.940028694","-87.645083933","
,  
(41.940028694, -87.645083933)"
"JG250390","2023-05-06T04:00:00.000","049XX N KEELER AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1712","39","08B","1147496","1932398","41.970461561","-87.73302948","
,  
(41.970461561, -87.73302948)"
"JG249892","2023-05-06T04:00:00.000","0000X N AUSTIN BLVD","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","1513","29","08B","1136382","1899662","41.880836698","-87.774681244","
,  
(41.880836698, -87.774681244)"
"JG252927","2023-05-06T04:00:00.000","001XX N KARLOV AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","RESIDENCE","N","N","1114","28","17","1149044","1900346","41.882478083","-87.72816913","
,  
(41.882478083, -87.72816913)"
"JG252111","2023-05-06T04:00:00.000","017XX N MELVINA AVE","0810","THEFT","OVER $500","VEHICLE NON-COMMERCIAL","N","N","2513","29","06","1134812","1910818","41.911478112","-87.780182158","
,  
(41.911478112, -87.780182158)"
"JG267022","2023-05-06T04:00:00.000","026XX N MONTCLARE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","2512","29","08B","1128307","1916716","41.927775621","-87.803946177","
,  
(41.927775621, -87.803946177)"
"JG249878","2023-05-06T04:13:00.000","104XX S FOREST AVE","031A","ROBBERY","ARMED - HANDGUN","SIDEWALK","N","N","512","9","03","1180090","1835888","41.704942113","-87.616143105","
,  
(41.704942113, -87.616143105)"
"JG249882","2023-05-06T04:20:00.000","086XX S ASHLAND AVE","141A","WEAPONS VIOLATION","UNLAWFUL USE - HANDGUN","STREET","N","N","614","21","15","1167180","1847415","41.736859293","-87.663089267","
,  
(41.736859293, -87.663089267)"
"JG249880","2023-05-06T04:20:00.000","040XX W ROOSEVELT RD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","Y","1011","24","14","1149820","1894408","41.866168484","-87.725474038","
,  
(41.866168484, -87.725474038)"
"JG250129","2023-05-06T04:21:00.000","046XX W 59TH ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","N","N","813","13","06","1146457","1864995","41.785519673","-87.738567526","
,  
(41.785519673, -87.738567526)"
"JG249886","2023-05-06T04:22:00.000","032XX S LAWNDALE AVE","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","STREET","N","N","1031","22","15","1152221","1882913","41.834577824","-87.716962598","
,  
(41.834577824, -87.716962598)"
"JG250205","2023-05-06T04:30:00.000","101XX S CARPENTER ST","0820","THEFT","$500 AND UNDER","STREET","N","N","2232","21","06","1171106","1837612","41.70987364","-87.648991136","
,  
(41.70987364, -87.648991136)"
"JG250872","2023-05-06T04:30:00.000","087XX S MICHIGAN AVE","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE","N","N","632","6","05","1178677","1847115","41.735782636","-87.62097712","
,  
(41.735782636, -87.62097712)"
"JG250333","2023-05-06T04:30:00.000","070XX S INDIANA AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","322","6","07","1178808","1858471","41.766941825","-87.620152329","
,  
(41.766941825, -87.620152329)"
"JG250538","2023-05-06T04:30:00.000","040XX W 58TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","813","13","07","1150446","1865834","41.787745368","-87.723920009","
,  
(41.787745368, -87.723920009)"
"JG249890","2023-05-06T04:37:00.000","012XX W 72ND ST","0560","ASSAULT","SIMPLE","RESIDENCE","N","Y","734","17","08A","1169237","1857037","41.76321916","-87.655275244","
,  
(41.76321916, -87.655275244)"
"JG249889","2023-05-06T04:41:00.000","015XX W 71ST ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","734","17","08B","1167509","1857650","41.764938517","-87.661591151","
,  
(41.764938517, -87.661591151)"
"JG249905","2023-05-06T04:45:00.000","072XX S HERMITAGE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","735","17","14","1165934","1856683","41.762318545","-87.66739143","
,  
(41.762318545, -87.66739143)"
"JG249897","2023-05-06T04:45:00.000","020XX W 21ST ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1234","25","14","1163185","1890073","41.854002667","-87.676531678","
,  
(41.854002667, -87.676531678)"
"JG249899","2023-05-06T04:45:00.000","075XX N OCTAVIA AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","1611","41","08B","1126730","1949522","42.017825347","-87.809003351","
,  
(42.017825347, -87.809003351)"
"JG249894","2023-05-06T04:45:00.000","011XX N CHERRY AVE","0460","BATTERY","SIMPLE","WAREHOUSE","N","N","1822","27","08B","1169620","1907431","41.901496787","-87.652407386","
,  
(41.901496787, -87.652407386)"
"JG249916","2023-05-06T04:50:00.000","122XX S PEORIA ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","524","21","07","1172546","1823577","41.671327862","-87.644128872","
,  
(41.671327862, -87.644128872)"
"JG252191","2023-05-06T04:52:00.000","0000X N LECLAIRE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL","N","N","1533","28","14","1142385","1899733","41.880922186","-87.752636613","
,  
(41.880922186, -87.752636613)"
"JG249902","2023-05-06T05:00:00.000","078XX S CHRISTIANA AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","RESIDENCE","N","N","835","18","04A","1155410","1852416","41.750826314","-87.706077678","
,  
(41.750826314, -87.706077678)"
"JG250209","2023-05-06T05:00:00.000","069XX S SANGAMON ST","1320","CRIMINAL DAMAGE","TO VEHICLE","RESIDENCE","N","N","733","16","14","1171172","1858840","41.76812474","-87.648130468","
,  
(41.76812474, -87.648130468)"
"JG285105","2023-05-06T05:00:00.000","026XX W CORTEZ ST","0281","CRIMINAL SEXUAL ASSAULT","NON-AGGRAVATED","RESIDENCE","N","N","1211","36","02","1158585","1906885","41.900231715","-87.692955077","
,  
(41.900231715, -87.692955077)"
"JG249906","2023-05-06T05:05:00.000","033XX W CERMAK RD","0820","THEFT","$500 AND UNDER","STREET","N","N","1024","22","06","1154122","1889170","41.851710144","-87.709820585","
,  
(41.851710144, -87.709820585)"
"JG249909","2023-05-06T05:10:00.000","006XX S WABASH AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","RESTAURANT","N","N","123","4","04A","1176894","1897501","41.874086805","-87.62599014","
,  
(41.874086805, -87.62599014)"
"JG249915","2023-05-06T05:20:00.000","048XX S HONORE ST","0313","ROBBERY","ARMED - OTHER DANGEROUS WEAPON","STREET","N","N","931","15","03","1164835","1872529","41.805825278","-87.670972035","
,  
(41.805825278, -87.670972035)"
"JG249911","2023-05-06T05:20:00.000","071XX S LOWE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","Y","732","6","14","1173383","1857496","41.764388024","-87.640065846","
,  
(41.764388024, -87.640065846)"
"JG249912","2023-05-06T05:28:00.000","065XX S BISHOP ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","N","Y","725","16","08B","1167788","1861475","41.775428827","-87.660458852","
,  
(41.775428827, -87.660458852)"
"JG250320","2023-05-06T05:30:00.000","026XX S LAWNDALE AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","SIDEWALK","N","N","1032","22","04A","1152134","1886115","41.84336623","-87.717197547","
,  
(41.84336623, -87.717197547)"
